"","link","Type.de.notice","Type.de.document","Titre","Auteur","Contributeur","Editeur","Date","Description","Sujet","Langue","Format","pages","link_gallica"
"203","http://catalogue.bnf.fr/ark:/12148/cb31709057v","monographie","texte imprimé","La suppression des Jésuites / D'Alembert","Alembert, D' (1717-1783). Auteur du texte","","E. Cornély (Paris)","1888-1898","Collection : Le livre pour tous ; 21","","fre | français | ","32 p. ; in-16","32 p.","https://gallica.bnf.fr/ark:/12148/bpt6k756306"
"204","http://catalogue.bnf.fr/ark:/12148/cb300091700","monographie","texte imprimé","Traité de dynamique ... par M. d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","David l'aîné (Paris)","1743","","","fre | français | ","XXVI-[2]-458-[2] p., 10 pl. ; in-4","2]-458-[2] p.","https://gallica.bnf.fr/ark:/12148/bpt6k30667772"
"205","http://catalogue.bnf.fr/ark:/12148/cb30009159g","monographie","texte imprimé","Réflexions sur la cause générale des vents... / par d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","David l'aîné (Paris)","1747","","Vents","fre | français | ","371 p. ; in-4","371 p.","https://gallica.bnf.fr/ark:/12148/bpt6k1520057q | https://gallica.bnf.fr/ark:/12148/bpt6k62565n"
"206","http://catalogue.bnf.fr/ark:/12148/cb300091553","monographie","texte imprimé","Opuscules mathématiques ou Mémoires sur différens sujets de géométrie, de méchanique, d'optique, d'astronomie / par M. d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","David (Paris) | [puis] Briasson (Paris) | [puis] C.-A. Jombert (Paris) | ","1761-1780","","Géométrie | Mécanique | Optique | Astronomie | ","fre | français | ","8 tomes en 7 vol. ; in-4",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k62394p | https://gallica.bnf.fr/ark:/12148/bpt6k623951 | https://gallica.bnf.fr/ark:/12148/bpt6k623982 | https://gallica.bnf.fr/ark:/12148/bpt6k62399d | https://gallica.bnf.fr/ark:/12148/bpt6k62424s | https://gallica.bnf.fr/ark:/12148/bpt6k62453c | https://gallica.bnf.fr/ark:/12148/bpt6k62457r | https://gallica.bnf.fr/ark:/12148/bpt6k86234x"
"207","http://catalogue.bnf.fr/ark:/12148/cb33984651h","monographie","texte imprimé","Nouvelles Expériences sur la résistance des fluides , par MM. d'Alembert, le Mis de Condorcet et l'abbé Bossut,...","Alembert, D' (1717-1783). Auteur du texte","","C.-A. Jombert fils aîné (Paris)","1777","","","fre | français | ","In-8°",NA,"https://gallica.bnf.fr/ark:/12148/bd6t57377800"
"208","http://catalogue.bnf.fr/ark:/12148/cb30009172p","monographie","texte imprimé","Traité de l'équilibre et du mouvement des fluides... par M. d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","David (Paris)","1744","","","fre | français | ","In-4°",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k1521829g"
"209","http://catalogue.bnf.fr/ark:/12148/cb30009141d","monographie","texte imprimé","Éloges lus dans les séances publiques de l'Académie française, par M. d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","Panckoucke (Paris)","1779","","","fre | français | ","In-12",NA,"https://gallica.bnf.fr/ark:/12148/bd6t53693115"
"210","http://catalogue.bnf.fr/ark:/12148/cb30009171b","monographie","texte imprimé","Traité de dynamique... par M. d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","David (Paris)","1758","","","fre | français | ","In-4°",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k15110889"
"211","http://catalogue.bnf.fr/ark:/12148/cb30009157s","monographie","texte imprimé","Recherches sur la précession des équinoxes et sur la nutation de l'axe de la terre dans le système newtonien, par M. d'Alembert,...","Alembert, D' (1717-1783). Auteur du texte","","David (Paris)","1749","","","fre | français | ","In-4°",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k1521937c"
"212","http://catalogue.bnf.fr/ark:/12148/cb31709047j","monographie","texte imprimé","Elémens de musique, théorique et pratique, suivant les principes de M. Rameau","Alembert, D' (1717-1783). Auteur du texte","","David l'aîné (Paris)","1752","","","fre | français | ","XVI-171 p.-[10] f. de pl. : musique, band., culs-de-lampe ; in-8","171 p.","https://gallica.bnf.fr/ark:/12148/bpt6k931551g | https://gallica.bnf.fr/ark:/12148/bpt6k931552v"
"213","http://catalogue.bnf.fr/ark:/12148/cb300090921","monographie","texte imprimé","Oeuvres de d'Alembert","Alembert, D' (1717-1783). Auteur du texte","","A. Belin (Paris) | Bossange père et fils (Paris) | Bossange frères (Paris) | ","1821-1822","","","fre | français | ","10 parties en 5 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k6473519v | https://gallica.bnf.fr/ark:/12148/bpt6k6473520h | https://gallica.bnf.fr/ark:/12148/bpt6k6473514s | https://gallica.bnf.fr/ark:/12148/bpt6k64735156 | https://gallica.bnf.fr/ark:/12148/bpt6k64731931 | https://gallica.bnf.fr/ark:/12148/bpt6k6473194f | https://gallica.bnf.fr/ark:/12148/bpt6k64720726 | https://gallica.bnf.fr/ark:/12148/bpt6k6472073m"
"214","http://catalogue.bnf.fr/ark:/12148/cb30009163q","monographie","texte imprimé","Sur la destruction des Jésuites en France . Par un auteur désintéressé","Alembert, D' (1717-1783). Auteur du texte","","[S. l.] M. DCC. LXV","1765","","","fre | français | ","235 p. ; in-12","235 p.","https://gallica.bnf.fr/ark:/12148/bpt6k15201238"
"215","http://catalogue.bnf.fr/ark:/12148/cb30009151q","monographie","texte imprimé","Mélanges de littérature, d'histoire et de philosophie (par d'Alembert)","Alembert, D' (1717-1783). Auteur du texte","","Briasson) (Berlin (Paris)","1753","","","fre | français | ","2 vol. in-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k15100650 | https://gallica.bnf.fr/ark:/12148/bpt6k1510067t"
"216","http://catalogue.bnf.fr/ark:/12148/cb35009367b","monographie","texte imprimé","Encyclopédie méthodique. Mathématiques ([Reprod. en fac-sim.]) par MM. d'Alembert, l'abbé Bossut, de La Lande, le marquis de Condorcet... [et al.]","Alembert, D' (1717-1783). Auteur du texte","","ACL-éd. (Paris)","1784-1789","","Mathématiques","fre | français | ","3 vol., (CXIV-721,787, XXVIII-184 p.-[98] f. de pl.) ; 25 cm + fasc. de doubles pl. : 10 p. + présentation de Jean Luc Verley : 2 p.","3 vol., (CXIV-721,787, XXVIII-184 p.","https://gallica.bnf.fr/ark:/12148/bpt6k3828j | https://gallica.bnf.fr/ark:/12148/bpt6k3829v | https://gallica.bnf.fr/ark:/12148/bpt6k3830b"
"217","http://catalogue.bnf.fr/ark:/12148/cb44927463p","monographie","partition musicale","Eléments de musique théorique et pratique, suivant les principes de M. Rameau, éclaircis, développés et simplifiés, par M. d'Alembert,...","Alembert, D' (1717-1783). Compositeur","","Chez Jean-Marie Bruyset (A Lyon)","1762","","Théorie musicale -- 18e siècle","","4, XXXVI, 236, 3, 1 bl. p. sig. -2 a-b8 A-O8 P2, 10 f. de depliants (musique) : ill. ; In-8°","4, XXXVI, 236, 3, 1 bl. p.","https://gallica.bnf.fr/ark:/12148/bpt6k5393252j"
"218","http://catalogue.bnf.fr/ark:/12148/cb30009108k","monographie","texte imprimé","Discours préliminaire de l'Encyclopédie / D'Alembert ; publié intégralement d'après l'édition de 1763,... par F. Picavet,...","Alembert, D' (1717-1783). Auteur du texte","Picavet, François (1851-1921). Éditeur scientifique","A. Colin (Paris)","1894","","L'Encyclopédie | Dictionnaires -- 18e siècle | Philosophie -- 18e siècle | ","fre | français | ","LX-250 p : tabl. ; in-18",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k75526p"
"219","http://catalogue.bnf.fr/ark:/12148/cb300091077","monographie","texte imprimé","Discours préliminaire de l'Encyclopédie / D'Alembert ; avec une introd. et des notes de Louis Ducros,...","Alembert, D' (1717-1783). Auteur du texte","Ducros, Louis (1846-1927). Préfacier. Notes éditoriales","C. Delagrave (Paris)","1893","Collection : Classiques français","","fre | français | ","135 p. ; in-18","135 p.","https://gallica.bnf.fr/ark:/12148/bpt6k75325s"
"220","http://catalogue.bnf.fr/ark:/12148/cb30009174c","monographie","texte imprimé","Trois mois à la cour de Frédéric : lettres inédites / de d'Alembert ; publ. et annotées par Gaston Maugras","Alembert, D' (1717-1783). Auteur du texte","Maugras, Gaston (1851-1927). Notes éditoriales. Éditeur scientifique","Calmann Lévy (Paris)","1886","","","fre | français | ","1 vol. (91 p.) ; in-8","1 vol. (91 p.","https://gallica.bnf.fr/ark:/12148/bpt6k61983f | https://gallica.bnf.fr/ark:/12148/bpt6k922358j"
"221","http://catalogue.bnf.fr/ark:/12148/cb42811466m","monographie","texte imprimé","Elémens de musique, théorique et pratique, suivant les principes de M. Rameau","Alembert, D' (1717-1783). Auteur du texte","Lully, Jean-Baptiste (1632-1687). Compositeur","Chez David l'Ainé (A Paris)","1752","Comprend : Armide","","fre | français | ","In-8°, XVI-171 p., pl., band., culs-de-lampe","8°, XVI-171 p.","https://gallica.bnf.fr/ark:/12148/btv1b10072399d"
"222","http://catalogue.bnf.fr/ark:/12148/cb30009094q","monographie","texte imprimé","Oeuvres et correspondances inédites de d'Alembert / publiées par M. Charles Henry,...","Alembert, D' (1717-1783). Auteur du texte","Henry, Charles (1859-1926). Éditeur scientifique","Perrin (Paris)","1887","","","fre | français | ","1 vol. (XIX-352 p.) ; in-8","1 vol. (XIX-352 p.","https://gallica.bnf.fr/ark:/12148/bpt6k8821161"
"223","http://catalogue.bnf.fr/ark:/12148/cb35956940t","monographie","texte imprimé","[La patrie en danger] : discours / Danton","Danton, Georges-Jacques (1759-1794). Auteur du texte","","L. Boulanger (Paris)","1893","Collection : Le livre pour tous ; 105","","fre | français | ","32 p. : portr. ; in-16","32 p.","https://gallica.bnf.fr/ark:/12148/bpt6k72931n"
"224","http://catalogue.bnf.fr/ark:/12148/cb362817638","monographie","texte imprimé","Collection de documents inédits sur l'histoire de France publiée par ordre du Roi et par les soins du ministre de l'Instruction publique. Rapports au Ministre. [Signé Danton...]","Danton, Georges-Jacques (1759-1794). Auteur du texte","","Impr. royale (Paris)","1839","","","fre | français | ","In-4 °, 369 p.","4 °, 369 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6227346f"
"225","http://catalogue.bnf.fr/ark:/12148/cb302996232","monographie","texte imprimé","Aux tribunaux / (signé : Le ministre de la Justice, Danton, 12 août 1792)","Danton, Georges-Jacques (1759-1794). Auteur du texte","","impr. de A.-J. Gorsas (Paris)","1785-1795","","","fre | français | ","14 p. ; in-8","14 p.","https://gallica.bnf.fr/ark:/12148/bpt6k72971w"
"226","http://catalogue.bnf.fr/ark:/12148/cb321108901","monographie","texte imprimé","Discours civiques de Danton / avec une introd. et des notes par Hector Fleischmann","Danton, Georges-Jacques (1759-1794). Auteur du texte","Fleischmann, Hector (1882-1913). Directeur de publication","E. Fasquelle (Paris)","1920","Collection : L'élite de la Révolution ; 7","","fre | français | ","XXVII-271 p. ; in-12","271 p.","https://gallica.bnf.fr/ark:/12148/bpt6k750687"
"227","http://catalogue.bnf.fr/ark:/12148/cb34188120k","monographie","texte imprimé","Discours de Danton / édition critique par André Fribourg","Danton, Georges-Jacques (1759-1794). Auteur du texte","Fribourg, André (1887-1948). Éditeur scientifique | Lanson, Gustave (1857-1934). Préfacier | ","Société de l'histoire de la Révolution française (Paris) | E. Cornély (Paris) | ","1910","","Danton, Georges-Jacques (1759-1794)","fre | français | ","1 vol. (LXIV-817 p.) : portrait ; gr. in-8","1 vol. (LXIV-817 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54946638"
"228","http://catalogue.bnf.fr/ark:/12148/cb30299621c","monographie","texte imprimé","Oeuvres de Danton / recueillies et annotées par A. Vermorel","Danton, Georges-Jacques (1759-1794). Auteur du texte","Vermorel, Auguste (1841-1871). Éditeur scientifique","F. Cournol (Paris)","1866","","","fre | français | ","1 vol. (316 p.) ; in-18","1 vol. (316 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6216282c"
"229","http://catalogue.bnf.fr/ark:/12148/cb303184453","monographie","texte imprimé","Histoire philosophique du monde primitif (4e éd.) par l'auteur de la Philosophie de la nature [J.-B.-C. Delisle de Sales]","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.] (Paris)","1793","","","fre | français | ","7 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k95350d | https://gallica.bnf.fr/ark:/12148/bpt6k95351r | https://gallica.bnf.fr/ark:/12148/bpt6k953523 | https://gallica.bnf.fr/ark:/12148/bpt6k95353f | https://gallica.bnf.fr/ark:/12148/bpt6k95681h | https://gallica.bnf.fr/ark:/12148/bpt6k953554 | https://gallica.bnf.fr/ark:/12148/bpt6k95356g"
"230","http://catalogue.bnf.fr/ark:/12148/cb37286417m","monographie","texte imprimé","Parallèle entre Descartes et Newton / par M. de L... [J.-B.-C Delisle de Sales]","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.] (La Haye)","1766","","","fre | français | ","23 p. ; in-8","23 p.","https://gallica.bnf.fr/ark:/12148/bpt6k627478"
"231","http://catalogue.bnf.fr/ark:/12148/cb37237243t","monographie","texte imprimé","De la fin de la Révolution françoise et de la stabilité possible du gouvernement actuel de la France ([Reprod.]) [Delisle de Sales]","Delisle de Sales, Jean-Baptiste-Claude. Auteur du texte","","Pergamon press","1800","Collection : Les archives de la Révolution française ; 2.130","France -- 1789-1799 (Révolution) | France -- 1799-1804 (Consulat) | ","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k468500"
"232","http://catalogue.bnf.fr/ark:/12148/cb35315543n","monographie","texte imprimé","Essai sur le journalisme depuis 1735 jusqu'à l'an 1800 ([Reproduction en fac-similé]) Delisle de Sales","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","Slatkine (Genève) | [diffusion Champion] (Paris) | ","1811","","Journalisme","fre | français | ","1 vol. (302 p.) ; 22 cm","1 vol. (302 p.","https://gallica.bnf.fr/ark:/12148/bpt6k8190b"
"233","http://catalogue.bnf.fr/ark:/12148/cb30318429v","monographie","texte imprimé","Essai philosophique sur le corps humain : pour servir de suite à la Philosophie de la nature / [par J.-B.-C. Delisle de Sales]","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","Arkstée et Merkus (Amsterdam)","1773-1774","","","fre | français | ","3 vol. ; in-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k95611b | https://gallica.bnf.fr/ark:/12148/bpt6k95615q | https://gallica.bnf.fr/ark:/12148/bpt6k956162"
"234","http://catalogue.bnf.fr/ark:/12148/cb42484868w","monographie","texte imprimé","Histoire des hommes ou Histoire complète de l'Antiquité (Troisième édition revue et augmentée) par J. de L'Isle de Sales, membre de l'Institut National de France et de l'Athénée de Lyon","Delisle de Sales, Jean-Baptiste-Claude. Auteur du texte","","[s.n.] (Paris)","1801","","","fre | français | ","32 p. ; 20 cm","32 p.","https://gallica.bnf.fr/ark:/12148/btv1b520008252"
"235","http://catalogue.bnf.fr/ark:/12148/cb30318419j","monographie","texte imprimé","Recueil des mémoires adressés à l'Institut national de France sur la destitution des citoyens Carnot, Barthélemy, Pastoret, Sicard et Fontanes . Par leur collègue J. de Sales. Nouvelle édition, augmentée d'un supplément","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","J.-J. Fuschs (Paris)","1800","","France -- 1799-1804 (Consulat)","fre | français | ","VIII-189 p. ; in-8","189 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6248554j"
"236","http://catalogue.bnf.fr/ark:/12148/cb30318456r","monographie","texte imprimé","Mémoire pour les académies . Par J. de Sales","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","Guerebart (Paris) | J. J. Fuchs (Paris) | ","1800","","","fre | français | ","200 p. ; in-8","200 p.","https://gallica.bnf.fr/ark:/12148/bpt6k9770145c"
"237","http://catalogue.bnf.fr/ark:/12148/cb30318458f","monographie","texte imprimé","Mémoires de Candide sur la liberté de la presse, la paix générale, les fondemens de l'ordre social et d'autres bagatelles ; avec des préliminaires nouveaux... par le docteur Emmanuel Ralph. Ouvrage traduit de l'allemand sur la 3e édition... Seconde édition...","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.] (Moscou)","1805","","","fre | français | ","32-XLVI-[2]-301-[2] p. ; in-8","32-XLVI-[2]-301-[2] p.","https://gallica.bnf.fr/ark:/12148/bpt6k62762910"
"238","http://catalogue.bnf.fr/ark:/12148/cb30318473b","monographie","texte imprimé","Théâtre d'un poète de Sybaris , traduit pour la première fois du grec, avec des commentaires, des variantes et des notes, pour servir de supplément au Théâtre des Grecs","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","chez les libraires qui vendent des nouveautés (Sybaris (Orléans))","1788","","Centre-Val de Loire (France) -- 1789-1799 (Révolution) -- Sources","fre | français | ","3 vol. ; in-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k54802441"
"239","http://catalogue.bnf.fr/ark:/12148/cb30318453q","monographie","texte imprimé","Malesherbes. (Signé : de l'Isle de Sales.)","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","L. Duprat-Letellier (Paris)","1803","","","fre | français | ","In-8° , XLV-295 p.","8° , XLV-295 p.","https://gallica.bnf.fr/ark:/12148/bpt6k56285503"
"240","http://catalogue.bnf.fr/ark:/12148/cb303184213","monographie","texte imprimé","J. de Sales, membre de l'Institut national, au gouvernement provisoire chargé de préparer la liberté de la France et la paix de l'Europe","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","l'auteur (Paris) | Goujon fils (Paris) | ","1799","","","fre | français | ","52 p. ; in-8","52 p.","https://gallica.bnf.fr/ark:/12148/bpt6k62691311"
"241","http://catalogue.bnf.fr/ark:/12148/cb303184275","monographie","texte imprimé","Défense de l'Essai sur le journalisme, précédée de l'histoire de la conspiration pour étouffer cet ouvrage. (Signé : de Sales.)","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","","1813","","","fre | français | ","In-8° , 76 p.","8° , 76 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6303657q"
"242","http://catalogue.bnf.fr/ark:/12148/cb31694840t","monographie","texte imprimé","Dédicace d'un errata, a un grand homme de seconde origine.","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","avec les presses qui servirent jadis à publier l'Écossaise et le Pauvre Diable (Imprimé sur les bords du lac Léman)","1802","","Roederer","fre | français | ","[4]-24 p. ; in-8","4]-24 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5813243k"
"243","http://catalogue.bnf.fr/ark:/12148/cb32011342v","monographie","texte imprimé","Mémoires de Candide, sur la liberté de la presse, la paix générale, les fondements de l'ordre social, et d'autres bagatelles ; par le docteur Emmanuel Ralph. Ouvrage traduit de l'allemand, sur la 3e édition","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","","1802","","","fre | français | ","",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k6216616r | https://gallica.bnf.fr/ark:/12148/bpt6k62166175"
"244","http://catalogue.bnf.fr/ark:/12148/cb30318459s","monographie","texte imprimé","De la paix de l'Europe et de ses bases, par J. (Delisle) de Sales,...","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","Maradan (Paris)","1800","","France (1799-1804, Consulat)","fre | français | ","In-8° , 383 p.","8° , 383 p.","https://gallica.bnf.fr/ark:/12148/bpt6k97550985"
"245","http://catalogue.bnf.fr/ark:/12148/cb30318423s","monographie","texte imprimé","La Bardinade, ou Les noces de la stupidité : poëme divisé en dix chants","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.]","1765","","","fre | français | ","XXX-[2]-160 p. ; in-8","2]-160 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54921739"
"246","http://catalogue.bnf.fr/ark:/12148/cb303184631","monographie","texte imprimé","De la philosophie de la nature, ou Traité de morale pour l'espèce humaine tiré de la philosophie et fondé sur la nature . Troisième édition, et la seule conforme au manuscrit original","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.] (Londres)","1777","","","fre | français | ","6 vol. : portr., front., pl. et titres gravés ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k6523910c | https://gallica.bnf.fr/ark:/12148/bpt6k65235723 | https://gallica.bnf.fr/ark:/12148/bpt6k65247901 | https://gallica.bnf.fr/ark:/12148/bpt6k6525610z | https://gallica.bnf.fr/ark:/12148/bpt6k65239623 | https://gallica.bnf.fr/ark:/12148/bpt6k6523929g"
"247","http://catalogue.bnf.fr/ark:/12148/cb303184484","monographie","texte imprimé","Lettre de Brutus, sur les chars anciens et modernes","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.] (Londres)","1771","","","fre | français | ","XVI-287 p. ; in-8","287 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6278082z | https://gallica.bnf.fr/ark:/12148/bpt6k97686103"
"248","http://catalogue.bnf.fr/ark:/12148/cb30318461b","monographie","texte imprimé","De la philosophie de la nature...","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","Arkstée et Merkus (Amsterdam)","1770","","","fre | français | ","3 vol. : front. gr. ; in-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k75505q | https://gallica.bnf.fr/ark:/12148/bpt6k755062 | https://gallica.bnf.fr/ark:/12148/bpt6k75507d"
"249","http://catalogue.bnf.fr/ark:/12148/cb30318440c","monographie","texte imprimé","Histoire générale et particulière de la Grèce... par l'historien des hommes (J.-B.-C. Delisle de Sales)","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","","1783","","","fre | français | ","13 vol. in-8° , titres, portr., cartes, pl. et tableaux gravés",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k1511283x | https://gallica.bnf.fr/ark:/12148/bpt6k1511285r | https://gallica.bnf.fr/ark:/12148/bpt6k1511287k | https://gallica.bnf.fr/ark:/12148/bpt6k1511289d | https://gallica.bnf.fr/ark:/12148/bpt6k1511291g | https://gallica.bnf.fr/ark:/12148/bpt6k15112939 | https://gallica.bnf.fr/ark:/12148/bpt6k15112954 | https://gallica.bnf.fr/ark:/12148/bpt6k1511297z | https://gallica.bnf.fr/ark:/12148/bpt6k1511299s | https://gallica.bnf.fr/ark:/12148/bpt6k15113193 | https://gallica.bnf.fr/ark:/12148/bpt6k15113215 | https://gallica.bnf.fr/ark:/12148/bpt6k15113230 | https://gallica.bnf.fr/ark:/12148/bpt6k1511325t"
"250","http://catalogue.bnf.fr/ark:/12148/cb303184422","monographie","texte imprimé","Histoire nouvelle de tous les peuples du monde, réduite aux seuls faits qui peuvent instruire & piquer la curiosité, ou Histoire des hommes , partie de l'histoire ancienne...","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","","[s.n.] (Paris)","1779-1785","Comprend : I-III. Monde primitif ; IV-V. Assyrie ; VI-VII. Perses ; VIII. Phéniciens ; IX-XI. Égyptiens ; XIII-XXIV. Grèce ; XXV. Ptolémées ; XXVI. Séleucides ; XXVII-XXXI, XXXV-XXXVI, XL-XLI. Rome","","fre | français | ","41 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k6544539b | https://gallica.bnf.fr/ark:/12148/bpt6k6544530m | https://gallica.bnf.fr/ark:/12148/bpt6k65450410 | https://gallica.bnf.fr/ark:/12148/bpt6k65466132 | https://gallica.bnf.fr/ark:/12148/bpt6k6544760f | https://gallica.bnf.fr/ark:/12148/bpt6k6546600f | https://gallica.bnf.fr/ark:/12148/bpt6k65465960 | https://gallica.bnf.fr/ark:/12148/bpt6k65442117 | https://gallica.bnf.fr/ark:/12148/bpt6k6544758c | https://gallica.bnf.fr/ark:/12148/bpt6k65445348 | https://gallica.bnf.fr/ark:/12148/bpt6k6544761v | https://gallica.bnf.fr/ark:/12148/bpt6k6546597d | https://gallica.bnf.fr/ark:/12148/bpt6k6546566v | https://gallica.bnf.fr/ark:/12148/bpt6k65465997 | https://gallica.bnf.fr/ark:/12148/bpt6k65442095 | https://gallica.bnf.fr/ark:/12148/bpt6k6546671h | https://gallica.bnf.fr/ark:/12148/bpt6k6544186m | https://gallica.bnf.fr/ark:/12148/bpt6k6544048k | https://gallica.bnf.fr/ark:/12148/bpt6k65466028 | https://gallica.bnf.fr/ark:/12148/bpt6k65440104 | https://gallica.bnf.fr/ark:/12148/bpt6k6546568p | https://gallica.bnf.fr/ark:/12148/bpt6k65442451 | https://gallica.bnf.fr/ark:/12148/bpt6k6546615w | https://gallica.bnf.fr/ark:/12148/bpt6k6544985z | https://gallica.bnf.fr/ark:/12148/bpt6k6544292p | https://gallica.bnf.fr/ark:/12148/bpt6k65465678 | https://gallica.bnf.fr/ark:/12148/bpt6k6546601v | https://gallica.bnf.fr/ark:/12148/bpt6k6546614g | https://gallica.bnf.fr/ark:/12148/bpt6k6544904h | https://gallica.bnf.fr/ark:/12148/bpt6k6546598t | https://gallica.bnf.fr/ark:/12148/bpt6k65466169 | https://gallica.bnf.fr/ark:/12148/bpt6k6577388w | https://gallica.bnf.fr/ark:/12148/bpt6k6544325m | https://gallica.bnf.fr/ark:/12148/bpt6k65466703 | https://gallica.bnf.fr/ark:/12148/bpt6k65441218"
"251","http://catalogue.bnf.fr/ark:/12148/cb30318447s","monographie","texte imprimé","Funérailles de Louis-Sébastien Mercier, le 27 avril 1814","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","Institut de France. Éditeur scientifique","impr. de L.-P. Sétier fils (Paris)","","","Mercier","fre | français | ","12 p. ; in-4","12 p.","https://gallica.bnf.fr/ark:/12148/bpt6k328135h"
