	id	link_bnf	link_gallica	author_short	selected_for_galerie	title	date	format	author	contributors	editors	description	subject	notes	title_short	filename
101	114	http://catalogue.bnf.fr/ark:/12148/cb37261037h	https://gallica.bnf.fr/ark:/12148/bpt6k47048g	Carra		L'an 1787 : précis de l'administration de la bibliothèque du Roi, sous M. Lenoir ([Reprod.]) [par J.-L. Carra]	1788	"1 microfiche ; 105*148 mm"	Carra, Jean-Louis. Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.108"			L'an 1787 : précis de l'administration	../corpus_raw/Carra_114.txt
102	120	http://catalogue.bnf.fr/ark:/12148/cb372374034	https://gallica.bnf.fr/ark:/12148/bpt6k40875w	Carra		J. L. Carra, à ses frères et amis les fédérés des quatre-vingt-trois départemens ([Reprod.])	1792	"1 microfiche ; 105*148 mm"	Carra, Jean-Louis. Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 6.2.1341"			J. L. Carra, à ses frères	../corpus_raw/Carra_120.txt
103	121	http://catalogue.bnf.fr/ark:/12148/cb372628985	https://gallica.bnf.fr/ark:/12148/bpt6k47953j	Carra		Projet de cahier pour le Tiers Etat de la ville de Paris ([Reprod.])	1789	"1 microfiche ; 105*148 mm"	Carra, Jean-Louis. Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.1028"			Projet de cahier pour le Tiers	../corpus_raw/Carra_121.txt
104	126	http://catalogue.bnf.fr/ark:/12148/cb37227922k	https://gallica.bnf.fr/ark:/12148/bpt6k4103z | https://gallica.bnf.fr/ark:/12148/bpt6k41048 | https://gallica.bnf.fr/ark:/12148/bpt6k4105k	Chamfort		Dictionnaire dramatique ([Reprod. en fac-sim.]) [Chamfort]	1776	"3 vol. (527, 510, 615 p.) ; 22 cm"	Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte		Slatkine reprints (Genève)		Théâtre		NA	../corpus_raw/Chamfort_126.txt
105	128	http://catalogue.bnf.fr/ark:/12148/cb302179979	https://gallica.bnf.fr/ark:/12148/bpt6k5736010r	Chamfort		Épître d'un père à son fils sur la naissance d'un petit-fils, qui a remporté le prix de l'Académie française en 1764, par M. de Chamfort	1764	In-8° , 15 p.	Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte		impr. de Regnard (Paris)				Épître d'un père à son fils	../corpus_raw/Chamfort_128.txt
106	130	http://catalogue.bnf.fr/ark:/12148/cb30217983m	https://gallica.bnf.fr/ark:/12148/bpt6k133810j	Chamfort		Des Académies , par S.-R.-N. Chamfort,... Ouvrage que M. Mirabeau devait lire à l'Assemblée nationale sous le nom de Rapport sur les Académies	1791	"40 p. ; in-16"	Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte		F. Buisson (Paris)				Des Académies , par S.-R.-N. Chamfort,...	../corpus_raw/Chamfort_130.txt
107	132	http://catalogue.bnf.fr/ark:/12148/cb46680152h	https://gallica.bnf.fr/ark:/12148/bpt6k1095385b	Chamfort	yes	Oeuvres de Chamfort, Recueillies et publiées par un de ses Amis : tome IV / Chamfort	1795	"1 vol. (VIII-444 p.) ; In-4°"	Chamfort, Sébastien-Roch-Nicolas de (1741?-1794). Auteur du texte	Ginguené, Pierre-Louis (1748-1816). Éditeur scientifique	A Paris, chez le Directeur de l'Imprimerie des Sciences et des Arts, rue Thérèse (Paris)				Oeuvres de Chamfort, Recueillies et publiées	../corpus_raw/Chamfort_132.txt
108	137	http://catalogue.bnf.fr/ark:/12148/cb37243131s	https://gallica.bnf.fr/ark:/12148/bpt6k568072	Clavière		"Réflexions sur les formes et les principes auxquels une nation doit assujétir l'administration des finances... ; suivies d'une Lettre à M. Baumez, sur l'organisation du Trésor public, où l'auteur discute les avantages et la nécessité d'une caisse publique ([Reprod.]) par M. Clavière"	1791	"2 microfiches ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 10.1.6"			Réflexions sur les formes et les	../corpus_raw/Clavière_137.txt
109	138	http://catalogue.bnf.fr/ark:/12148/cb37241024r	https://gallica.bnf.fr/ark:/12148/bpt6k56854k	Clavière		Observations sommaires sur le projet d'une refonte générale des monnoies ([Reprod.]) par M. Clavière	1790	"1 microfiche ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 10.1.219"			Observations sommaires sur le projet d'une	../corpus_raw/Clavière_138.txt
110	139	http://catalogue.bnf.fr/ark:/12148/cb37243335q	https://gallica.bnf.fr/ark:/12148/bpt6k567560	Clavière		Administration nationale des économies du peuple, établie en faveur des journaliers, artisans & autres citoyens laborieux, dans chacun des départemens de la République, sous la surveillance des représentans de la nation ([Reprod.]) [Clavière]	1793	"1 microfiche ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 9.5.223"			Administration nationale des économies du peuple,	../corpus_raw/Clavière_139.txt
111	140	http://catalogue.bnf.fr/ark:/12148/cb372436675	https://gallica.bnf.fr/ark:/12148/bpt6k432691	Clavière		Compte rendu par le ministre, au premier février 1793 ([Reprod.]) [Clavière]	1793	"2 microfiches ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.76"			Compte rendu par le ministre, au	../corpus_raw/Clavière_140.txt
112	141	http://catalogue.bnf.fr/ark:/12148/cb372433184	https://gallica.bnf.fr/ark:/12148/bpt6k43219g	Clavière		Dissection du projet de M. l'évêque d'Autun, sur l'échange universel et direct des créances de l'état contre les biens nationaux, à laquelle on a joint de nouvelles considérations, tant sur la convenance d'une grande émission d'assignats-monnoie, que sur les arrangemens de finance les plus convenables aux circonstances ([Reprod.]) par M. Clavière	1790	"2 microfiches ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.15"			Dissection du projet de M. l'évêque	../corpus_raw/Clavière_141.txt
113	142	http://catalogue.bnf.fr/ark:/12148/cb37243585t	https://gallica.bnf.fr/ark:/12148/bpt6k43259q	Clavière		Lettre de M. Clavière, à M. Beaumez, sur l'organisation du Trésor public ([Reprod.])	1790	"1 microfiche ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.61"			Lettre de M. Clavière, à M.	../corpus_raw/Clavière_142.txt
114	145	http://catalogue.bnf.fr/ark:/12148/cb37234505c	https://gallica.bnf.fr/ark:/12148/bpt6k481438	Clavière		Proclamation : extrait du registre des délibérations du Conseil exécutif provisoire... ([Reprod.]) [signé : Clavière, Lebrun, Pache... [et al.]	1793	"1 microfiche ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 12.29"			Proclamation : extrait du registre des	../corpus_raw/Clavière_145.txt
115	149	http://catalogue.bnf.fr/ark:/12148/cb372436822	https://gallica.bnf.fr/ark:/12148/bpt6k43222c	Clavière		Exposé sommaire de la conduite de Clavière, ex-ministre des contributions ([Reprod.]) fait par lui-même	1793-1794	"1 microfiche ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.18"			Exposé sommaire de la conduite de	../corpus_raw/Clavière_149.txt
116	150	http://catalogue.bnf.fr/ark:/12148/cb37244463g	https://gallica.bnf.fr/ark:/12148/bpt6k568239	Clavière		De la foi publique envers les créanciers de l'état : lettres à M. Linguet sur le n ° CXVI de ses annales : ouvrage dans lequel, après avoir indiqué l'état le plus modique du revenu général de la France, on prouve que la banqueroute n'est ni nécessaire, ni utile, ni politique, & que la confiance doit ranimer l'esprit public... ([Reprod.]) par M***	1788	"3 microfiches ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 10.1.139"			De la foi publique envers les	../corpus_raw/Clavière_150.txt
117	151	http://catalogue.bnf.fr/ark:/12148/cb37243448b	https://gallica.bnf.fr/ark:/12148/bpt6k43268p	Clavière		Exposé sommaire de la conduite de Clavière, ex-ministre des contributions : adressé à ses juges, à ses concitoyens, et à ses ennemis ([Reprod.]) fait par lui-même	1793-1794	"1 microfiche ; 105*148 mm"	Clavière, Étienne. Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.75"			Exposé sommaire de la conduite de	../corpus_raw/Clavière_151.txt
118	143	http://catalogue.bnf.fr/ark:/12148/cb37242960b	https://gallica.bnf.fr/ark:/12148/bpt6k569107	Clavière		Réflexions adressées à l'Assemblée nationale, sur les moyens de concilier l'impôt du tabac avec la liberté du commerce, et les rapports que la France doit entretenir avec les Américains libres, sur l'usage des licences ou patentes qui permettent de fabriquer ou vendre, etc., etc. ([Reprod.]) par M. Clavière	1790	"1 microfiche ; 105*148 mm"	Clavière, Étienne (1735-1793). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 10.1.510"	Commerce -- France		Réflexions adressées à l'Assemblée nationale, sur	../corpus_raw/Clavière_143.txt
119	144	http://catalogue.bnf.fr/ark:/12148/cb37241474d	https://gallica.bnf.fr/ark:/12148/bpt6k56861v	Clavière		Réponse au mémoire de M. Necker, concernant les assignats, et à d'autres objections contre une création qui les porte à deux milliards ([Reprod.]) par M. Clavière	1790	"2 microfiches ; 105*148 mm"	Clavière, Étienne (1735-1793). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 10.1.262"	Assignats		Réponse au mémoire de M. Necker,	../corpus_raw/Clavière_144.txt
120	146	http://catalogue.bnf.fr/ark:/12148/cb37241478s	https://gallica.bnf.fr/ark:/12148/bpt6k56860h	Clavière		Coupons d'assignats : pétition proposée aux quarante-huit sections de Paris ([Reprod.]) par M. Clavière,...	179	"1 microfiche ; 105*148 mm"	Clavière, Étienne (1735-1793). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 10.1.261"	Assignats		Coupons d'assignats : pétition proposée aux	../corpus_raw/Clavière_146.txt
121	147	http://catalogue.bnf.fr/ark:/12148/cb372410195	https://gallica.bnf.fr/ark:/12148/bpt6k566541	Clavière		"Dissection du projet de M. l'évêque d'Autun, sur l'échange universel et direct des créances de l'Etat contre les biens nationaux ; à laquelle on a joint de Nouvelles considérations, tant sur la convenance d'une grande émission d'assignats-monnoie, que sur les arrangemens de finance les plus convenables aux circonstances ; et une Lettre de l'auteur à M. Cérutti, sur le parallèle que M. Bergasse, député de la sénéchaussée de Lyon, a fait des billets de Law et des assignats-monnoie ([Reprod.]) par M. Clavière"	1790	"3 microfiches ; 105*148 mm"	Clavière, Étienne (1735-1793). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 9.2.45"	Finances publiques -- France		Dissection du projet de M. l'évêque	../corpus_raw/Clavière_147.txt
122	148	http://catalogue.bnf.fr/ark:/12148/cb37243779f	https://gallica.bnf.fr/ark:/12148/bpt6k432184	Clavière		Opinions d'un créancier de l'Etat, sur quelques matières de finance importantes dans le moment actuel ([Reprod.]) par M. Clavière	1789	"2 microfiches ; 105*148 mm"	Clavière, Étienne (1735-1793). Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.18"	Finances -- France		Opinions d'un créancier de l'Etat, sur	../corpus_raw/Clavière_148.txt
123	152	http://catalogue.bnf.fr/ark:/12148/cb302486035	https://gallica.bnf.fr/ark:/12148/bpt6k6248566r	Clavière		Discours de M. Clavière,... à la Société des amis de la Constitution, séante aux Jacobins Saint-Honoré, le 4 avril 1792	1792	"5 p. ; in-8"	Clavière, Étienne (1735-1793). Auteur du texte		impr. du Patriote français (Paris)				Discours de M. Clavière,... à la	../corpus_raw/Clavière_152.txt
124	153	http://catalogue.bnf.fr/ark:/12148/cb30248614t	https://gallica.bnf.fr/ark:/12148/bpt6k324507c	Clavière		[Lettre d'envoi à la Société des Amis de la constitution du discours de É. Clavière sur la situation politique du pays, 13 avril 1792]		"4 p. ; in-fol."	Clavière, Étienne (1735-1793). Auteur du texte		[s.n.]		Paris (France) (1789-1799, Révolution) | Amis de la constitution, séant aux Jacobins |		[Lettre d'envoi à la Société des	../corpus_raw/Clavière_153.txt
125	156	http://catalogue.bnf.fr/ark:/12148/cb37457144n	https://gallica.bnf.fr/ark:/12148/bpt6k9330c | https://gallica.bnf.fr/ark:/12148/bpt6k9331p | https://gallica.bnf.fr/ark:/12148/bpt6k93320 | https://gallica.bnf.fr/ark:/12148/bd6t5405036g	Condorcet		La Société des Amis des Noirs ([Reprod. en fac-sim.])	1788	"4 vol. ; 22 cm"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Editions d'histoire sociale (EDHIS) (Paris)	"Comprend : [1. Discours. Condorcet] ; [2. Brissot, Lanthenas, Clarkson, Viefville des Essars, etc.] ; [3. Petion, Brissot, Frossard, Wadstrom, etc.] ; [4. Étienne Clavière. Adresse dans laquelle on approfondit les relations politiques et commerciales entre la métropole et les colonies]"	Mouvements antiesclavagistes -- France -- 18e siècle -- Sources | Esclaves -- Conditions sociales -- 18e siècle -- Sources | Société des Amis des Noirs et des colonies (France) -- Histoire -- Sources |		La Société des Amis des Noirs	../corpus_raw/Condorcet_156.txt
126	157	http://catalogue.bnf.fr/ark:/12148/cb302637656	https://gallica.bnf.fr/ark:/12148/btv1b86262724	Condorcet		Traité du calcul intégral	1786	"129 p. ; in-4"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Impr. royale ()				NA	../corpus_raw/Condorcet_157.txt
127	158	http://catalogue.bnf.fr/ark:/12148/cb30263671v	https://gallica.bnf.fr/ark:/12148/bpt6k1509379k	Condorcet	yes	Éloge de M. d'Alembert, lu dans l'assemblée publique de l'Académie des sciences, le 21 avril 1784 (par Condorcet)	1784	In-12, 104 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Moutard (Paris)				Éloge de M. d'Alembert, lu dans	../corpus_raw/Condorcet_158.txt
128	159	http://catalogue.bnf.fr/ark:/12148/cb30263685j	https://gallica.bnf.fr/ark:/12148/bpt6k1509377r	Condorcet		Éloge de M. le duc de Praslin, pair de France... lu dans la séance publique de l'Académie royale des sciences, 26 avril 1786, par M. le marquis de Condorcet,...	1786	In-4° , 46 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		impr. de Stoupe (Paris)				Éloge de M. le duc de	../corpus_raw/Condorcet_159.txt
129	160	http://catalogue.bnf.fr/ark:/12148/cb302636815	https://gallica.bnf.fr/ark:/12148/bpt6k56234981	Condorcet		Eloge de Michel de l'Hôpital, chancelier de France, discours présenté à l'Académie françoise, en 1777.	1777	"IV-124 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Demonville (Paris)		L'Hospital, Michel de (1507?-1573)		Eloge de Michel de l'Hôpital, chancelier	../corpus_raw/Condorcet_160.txt
130	161	http://catalogue.bnf.fr/ark:/12148/cb30263676k	https://gallica.bnf.fr/ark:/12148/bpt6k15093807	Condorcet		Éloge de M. le marquis de Courtanvaux, prononcé dans la séance... de l'Académie royale des sciences, le 10 avril 1782, par M. le marquis de Condorcet,...	1782	In-8° , 21 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		impr. de Moutard (Paris)				Éloge de M. le marquis de	../corpus_raw/Condorcet_161.txt
131	162	http://catalogue.bnf.fr/ark:/12148/cb30263712m	https://gallica.bnf.fr/ark:/12148/bpt6k15094365	Condorcet		Lettre de M. de Condorcet, à M. le Cte Mathieu de Montmorency, député du bailliage de Montfort-l'Amaury.	1789	"14 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[S.l., 1789]		France (1774-1792, Louis XVI)		Lettre de M. de Condorcet, à	../corpus_raw/Condorcet_162.txt
132	163	http://catalogue.bnf.fr/ark:/12148/cb30263743w	https://gallica.bnf.fr/ark:/12148/bpt6k1509451v	Condorcet	yes	Réflexions sur ce qui a été fait et sur ce qui reste à faire, lues dans une société d'amis de la paix (par Condorcet)	1789	In-8° , 33 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Baudouin (Paris)				Réflexions sur ce qui a été	../corpus_raw/Condorcet_163.txt
133	164	http://catalogue.bnf.fr/ark:/12148/cb30263754j	https://gallica.bnf.fr/ark:/12148/bpt6k1509370v	Condorcet		Bénissons le ministre bienfaisant qui nous délivre du double fléau des corvées, & des exacteurs de corvées...	1775	"12 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[S.l., 1775]		France (1774-1792, Louis XVI)		Bénissons le ministre bienfaisant qui nous	../corpus_raw/Condorcet_164.txt
134	165	http://catalogue.bnf.fr/ark:/12148/cb30263701z	https://gallica.bnf.fr/ark:/12148/bpt6k15093785	Condorcet		Examen de cette question : Est-il utile de diviser une assemblée nationale en plusieurs chambres ? Par M. le marquis de Condorcet	1785-1795	In-8° , 40 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte						Examen de cette question : Est-il	../corpus_raw/Condorcet_165.txt
135	166	http://catalogue.bnf.fr/ark:/12148/cb30263713z	https://gallica.bnf.fr/ark:/12148/bpt6k1509449s	Condorcet		Seconde lettre de M. de Condorcet, à M. le comte Mathieu de Montmorency, député du bailliage de Montfort-l'Amaury.	1789	"22 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[S.l., 1789]		France (1774-1792, Louis XVI)		Seconde lettre de M. de Condorcet,	../corpus_raw/Condorcet_166.txt
136	167	http://catalogue.bnf.fr/ark:/12148/cb30263763h	https://gallica.bnf.fr/ark:/12148/bpt6k15093718	Condorcet		Sur le choix des ministres, par M. de Condorcet	1780-1790	In-8° , 23 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Impr. nationale ((Paris,))				Sur le choix des ministres, par	../corpus_raw/Condorcet_167.txt
137	168	http://catalogue.bnf.fr/ark:/12148/cb30263717b	https://gallica.bnf.fr/ark:/12148/bpt6k1509442w	Condorcet		Sentimens d'un républicain sur les assemblées provinciales et les États généraux, suite des Lettres d'un citoyen des États-Unis à un Français, sur les affaires présentes (par Condorcet)	1788	In-8° , 30 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte						Sentimens d'un républicain sur les assemblées	../corpus_raw/Condorcet_168.txt
138	169	http://catalogue.bnf.fr/ark:/12148/cb35989000f	https://gallica.bnf.fr/ark:/12148/bpt6k15094402	Condorcet	yes	Réflexions d'un citoyen, sur la révolution de 1788.	1788	"56 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		A Londres. 1788.		France (1774-1792, Louis XVI)		Réflexions d'un citoyen, sur la révolution	../corpus_raw/Condorcet_169.txt
139	170	http://catalogue.bnf.fr/ark:/12148/cb30263758x	https://gallica.bnf.fr/ark:/12148/bpt6k15094380	Condorcet		Sur la fixation de l'impôt, par M. de Condorcet	1789	In-8° , 30 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Baudouin (Paris)				Sur la fixation de l'impôt, par	../corpus_raw/Condorcet_170.txt
140	171	http://catalogue.bnf.fr/ark:/12148/cb30263698w	https://gallica.bnf.fr/ark:/12148/bpt6k1509375x | https://gallica.bnf.fr/ark:/12148/bpt6k1509374h	Condorcet		Essai sur la constitution et les fonctions des assemblées provinciales	1788	2 vol. in-8° , tableaux	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte				France (1774-1792, Louis XVI)		Essai sur la constitution et les	../corpus_raw/Condorcet_171.txt
141	172	http://catalogue.bnf.fr/ark:/12148/cb30263718p	https://gallica.bnf.fr/ark:/12148/bpt6k1509446j	Condorcet		Lettres d'un gentilhomme a messieurs du Tiers-État.	1789	"22-32-34 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[Paris, Louis Buisson, 1789]		France (1774-1792, Louis XVI)		Lettres d'un gentilhomme a messieurs du	../corpus_raw/Condorcet_172.txt
142	173	http://catalogue.bnf.fr/ark:/12148/cb30263697j	https://gallica.bnf.fr/ark:/12148/bpt6k1057808s	Condorcet		Essai sur l'application de l'analyse à la probabilité des décisions rendues à la pluralité des voix . Par M. le marquis de Condorcet,...	1785	"CXCI-[1 bl.]-304 p. ; in-4"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Impr. royale (Paris)				Essai sur l'application de l'analyse à	../corpus_raw/Condorcet_173.txt
143	174	http://catalogue.bnf.fr/ark:/12148/cb30263686w	https://gallica.bnf.fr/ark:/12148/bpt6k15093696	Condorcet	yes	Éloges des académiciens de l'Académie royale des sciences morts depuis 1666 jusqu'en 1699 , par le marquis de Condorcet,...	1773	"168 p. ; in-12"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		hôtel de Thou (Paris)				Éloges des académiciens de l'Académie royale	../corpus_raw/Condorcet_174.txt
144	175	http://catalogue.bnf.fr/ark:/12148/cb302637598	https://gallica.bnf.fr/ark:/12148/bpt6k1509447z	Condorcet		Sur la forme des élections . Par M. le marquis de Condorcet.	1789	"62 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[S.l., 1789]		France (1774-1792, Louis XVI)		Sur la forme des élections .	../corpus_raw/Condorcet_175.txt
145	176	http://catalogue.bnf.fr/ark:/12148/cb30263746x	https://gallica.bnf.fr/ark:/12148/bpt6k15094454	Condorcet		Reflexions sur la révolution de 1688, et sur celle du 10 août 1792 . Par Condorcet.	1792	"20 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[S.l., 1792]		France (1774-1792, Louis XVI)		Reflexions sur la révolution de 1688,	../corpus_raw/Condorcet_176.txt
146	177	http://catalogue.bnf.fr/ark:/12148/cb30263760g	https://gallica.bnf.fr/ark:/12148/bpt6k1509441g	Condorcet		Sur la nécessité de faire ratifier la constitution par les citoyens, et sur la formation des communautés de campagne . Par M. le M[arqu]is de Condorcet.	1789	"[2]-41 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		(A Paris, de l'Imprimerie de Ph.-D. Pierres, premier imprimeur ordinaire du Roi [1789].)		France (1774-1792, Louis XVI)		Sur la nécessité de faire ratifier	../corpus_raw/Condorcet_177.txt
147	178	http://catalogue.bnf.fr/ark:/12148/cb302637834	https://gallica.bnf.fr/ark:/12148/bpt6k1509444q	Condorcet		Opinion de M. Condorcet, député de Paris, sur les émigrans . Imprimé par ordre de l'Assemblée nationale	179	"15 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		(De l'Imprimerie nationale) [179?]				Opinion de M. Condorcet, député de	../corpus_raw/Condorcet_178.txt
148	179	http://catalogue.bnf.fr/ark:/12148/cb30263764v	https://gallica.bnf.fr/ark:/12148/bpt6k1509453p | https://gallica.bnf.fr/ark:/12148/bpt6k1509439d	Condorcet		Sur les fonctions des États-Généraux et des autres assemblées nationales . Tome premier [-second].	1789	"2 t. (10-196-54 ; 328-100 p., [7] f. de pl. dépl. (tableaux)) ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[S.l.] 1789.		France (1774-1792, Louis XVI)		Sur les fonctions des États-Généraux et	../corpus_raw/Condorcet_179.txt
149	180	http://catalogue.bnf.fr/ark:/12148/cb302637191	https://gallica.bnf.fr/ark:/12148/bpt6k1509358d	Condorcet		Lettres sur le commerce des grains , par M***	1774	In-8, 29 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Couturier (Paris)				Lettres sur le commerce des grains	../corpus_raw/Condorcet_180.txt
150	181	http://catalogue.bnf.fr/ark:/12148/cb30263682h	https://gallica.bnf.fr/ark:/12148/bd6t5338996p | https://gallica.bnf.fr/ark:/12148/bd6t53389972 | https://gallica.bnf.fr/ark:/12148/bd6t5338998f | https://gallica.bnf.fr/ark:/12148/bpt6k1509372p	Condorcet	yes	Éloge de M. le comte de Maurepas, ministre d'État , prononcé dans la séance publique de l'Académie royale des sciences, le 10 avril 1782, par M. le marquis de Condorcet,...	1782	"55 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Impr. royale (Paris)		"Maurepas, Jean-Frédéric Phélypeaux (1701-1781 ; comte de)"		Éloge de M. le comte de	../corpus_raw/Condorcet_181.txt
151	182	http://catalogue.bnf.fr/ark:/12148/cb30263652k	https://gallica.bnf.fr/ark:/12148/bpt6k6219503q	Condorcet	yes	Aux Germains . Par Condorcet	1792	"24 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[s.n.]				NA	../corpus_raw/Condorcet_182.txt
152	183	http://catalogue.bnf.fr/ark:/12148/cb30263737z	https://gallica.bnf.fr/ark:/12148/bpt6k553272	Condorcet		Réflexions d'un citoyen catholique sur les loix de France relatives aux protestans / [par Condorcet]	1778	"66 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[s.n.]				Réflexions d'un citoyen catholique sur les	../corpus_raw/Condorcet_183.txt
153	184	http://catalogue.bnf.fr/ark:/12148/cb30263811j	https://gallica.bnf.fr/ark:/12148/bpt6k73809f	Condorcet		Plan de constitution présenté a la Convention nationale, les 15 & 16 février 1793, l'an II de la République . Imprimé par ordre de la Convention nationale.	1793	"[2]-48-48 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte	France. Convention nationale. Éditeur scientifique	A Paris, de l'Imprimerie nationale. 1793.				Plan de constitution présenté a la	../corpus_raw/Condorcet_184.txt
154	185	http://catalogue.bnf.fr/ark:/12148/cb30263710x	https://gallica.bnf.fr/ark:/12148/bpt6k62245570	Condorcet		Lettre de M. Condorcet à M***, magistrat de la ville de***, en Suisse	1792	"12 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		[s.n.]				Lettre de M. Condorcet à M***,	../corpus_raw/Condorcet_185.txt
155	186	http://catalogue.bnf.fr/ark:/12148/cb30263667m	https://gallica.bnf.fr/ark:/12148/bpt6k6486931w	Condorcet		Discours sur les conventions nationales, prononcé à l'assemblée des Amis de la constitution, séante aux Jacobins, le 7 août 1791, par Condorcet	1791	In-8° , 19 p.	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		impr. du Cercle social ((Paris,))		Paris (France) (1789-1799, Révolution)		Discours sur les conventions nationales, prononcé	../corpus_raw/Condorcet_186.txt
156	187	http://catalogue.bnf.fr/ark:/12148/cb30263797t	https://gallica.bnf.fr/ark:/12148/bpt6k743633	Condorcet		Opinion de M. Condorcet sur les mesures générales propres à sauver la patrie des dangers imminens dont elle est menacée : prononcée à l'Assemblée nationale, le 6 juillet 1792...	1792	"42 p. ; in-8"	Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte		Impr. nationale (Paris)				Opinion de M. Condorcet sur les	../corpus_raw/Condorcet_187.txt
