id,link_bnf,link_gallica,author_short,selected_for_galerie,title,date,format,author,contributors,editors,description,subject,notes
219,http://catalogue.bnf.fr/ark:/12148/cb300091077,https://gallica.bnf.fr/ark:/12148/bpt6k75325s,D'Alembert,yes,"Discours préliminaire de l'Encyclopédie / D'Alembert ; avec une introd. et des notes de Louis Ducros,...",1893,135 p. ; in-18,"Alembert, D' (1717-1783). Auteur du texte","Ducros, Louis (1846-1927). Préfacier. Notes éditoriales",C. Delagrave (Paris),Collection : Classiques français,,
220,http://catalogue.bnf.fr/ark:/12148/cb30009174c,https://gallica.bnf.fr/ark:/12148/bpt6k61983f | https://gallica.bnf.fr/ark:/12148/bpt6k922358j,D'Alembert,,Trois mois à la cour de Frédéric : lettres inédites / de d'Alembert ; publ. et annotées par Gaston Maugras,1886,1 vol. (91 p.) ; in-8,"Alembert, D' (1717-1783). Auteur du texte","Maugras, Gaston (1851-1927). Notes éditoriales. Éditeur scientifique",Calmann Lévy (Paris),,,
221,http://catalogue.bnf.fr/ark:/12148/cb42811466m,https://gallica.bnf.fr/ark:/12148/btv1b10072399d,D'Alembert,double,"Elémens de musique, théorique et pratique, suivant les principes de M. Rameau",1752,"In-8°, XVI-171 p., pl., band., culs-de-lampe","Alembert, D' (1717-1783). Auteur du texte","Lully, Jean-Baptiste (1632-1687). Compositeur",Chez David l'Ainé (A Paris),Comprend : Armide,,
222,http://catalogue.bnf.fr/ark:/12148/cb30009094q,https://gallica.bnf.fr/ark:/12148/bpt6k8821161,D'Alembert,,"Oeuvres et correspondances inédites de d'Alembert / publiées par M. Charles Henry,...",1887,1 vol. (XIX-352 p.) ; in-8,"Alembert, D' (1717-1783). Auteur du texte","Henry, Charles (1859-1926). Éditeur scientifique",Perrin (Paris),,,
223,http://catalogue.bnf.fr/ark:/12148/cb35956940t,https://gallica.bnf.fr/ark:/12148/bpt6k72931n,Danton,yes,[La patrie en danger] : discours / Danton,1893,32 p. : portr. ; in-16,"Danton, Georges-Jacques (1759-1794). Auteur du texte",,L. Boulanger (Paris),Collection : Le livre pour tous ; 105,,
224,http://catalogue.bnf.fr/ark:/12148/cb362817638,https://gallica.bnf.fr/ark:/12148/bpt6k6227346f,Danton,yes,Collection de documents inédits sur l'histoire de France publiée par ordre du Roi et par les soins du ministre de l'Instruction publique. Rapports au Ministre. [Signé Danton...],1839,"In-4 °, 369 p.","Danton, Georges-Jacques (1759-1794). Auteur du texte",,Impr. royale (Paris),,,
225,http://catalogue.bnf.fr/ark:/12148/cb302996232,https://gallica.bnf.fr/ark:/12148/bpt6k72971w,Danton,,"Aux tribunaux / (signé : Le ministre de la Justice, Danton, 12 août 1792)",1785-1795,14 p. ; in-8,"Danton, Georges-Jacques (1759-1794). Auteur du texte",,impr. de A.-J. Gorsas (Paris),,,
226,http://catalogue.bnf.fr/ark:/12148/cb321108901,https://gallica.bnf.fr/ark:/12148/bpt6k750687,Danton,,Discours civiques de Danton / avec une introd. et des notes par Hector Fleischmann,1920,XXVII-271 p. ; in-12,"Danton, Georges-Jacques (1759-1794). Auteur du texte","Fleischmann, Hector (1882-1913). Directeur de publication",E. Fasquelle (Paris),Collection : L'élite de la Révolution ; 7,,
227,http://catalogue.bnf.fr/ark:/12148/cb34188120k,https://gallica.bnf.fr/ark:/12148/bpt6k54946638,Danton,,Discours de Danton / édition critique par André Fribourg,1910,1 vol. (LXIV-817 p.) : portrait ; gr. in-8,"Danton, Georges-Jacques (1759-1794). Auteur du texte","Fribourg, André (1887-1948). Éditeur scientifique | Lanson, Gustave (1857-1934). Préfacier |",Société de l'histoire de la Révolution française (Paris) | E. Cornély (Paris) |,,"Danton, Georges-Jacques (1759-1794)",
228,http://catalogue.bnf.fr/ark:/12148/cb30299621c,https://gallica.bnf.fr/ark:/12148/bpt6k6216282c,Danton,yes,Oeuvres de Danton / recueillies et annotées par A. Vermorel,1866,1 vol. (316 p.) ; in-18,"Danton, Georges-Jacques (1759-1794). Auteur du texte","Vermorel, Auguste (1841-1871). Éditeur scientifique",F. Cournol (Paris),,,
229,http://catalogue.bnf.fr/ark:/12148/cb303184453,https://gallica.bnf.fr/ark:/12148/bpt6k95350d | https://gallica.bnf.fr/ark:/12148/bpt6k95351r | https://gallica.bnf.fr/ark:/12148/bpt6k953523 | https://gallica.bnf.fr/ark:/12148/bpt6k95353f | https://gallica.bnf.fr/ark:/12148/bpt6k95681h | https://gallica.bnf.fr/ark:/12148/bpt6k953554 | https://gallica.bnf.fr/ark:/12148/bpt6k95356g,Delisle de Sales,yes,Histoire philosophique du monde primitif (4e éd.) par l'auteur de la Philosophie de la nature [J.-B.-C. Delisle de Sales],1793,7 vol. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.] (Paris),,,
230,http://catalogue.bnf.fr/ark:/12148/cb37286417m,https://gallica.bnf.fr/ark:/12148/bpt6k627478,Delisle de Sales,,Parallèle entre Descartes et Newton / par M. de L... [J.-B.-C Delisle de Sales],1766,23 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.] (La Haye),,,
232,http://catalogue.bnf.fr/ark:/12148/cb35315543n,https://gallica.bnf.fr/ark:/12148/bpt6k8190b,Delisle de Sales,,Essai sur le journalisme depuis 1735 jusqu'à l'an 1800 ([Reproduction en fac-similé]) Delisle de Sales,1811,1 vol. (302 p.) ; 22 cm,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,Slatkine (Genève) | [diffusion Champion] (Paris) |,,Journalisme,
233,http://catalogue.bnf.fr/ark:/12148/cb30318429v,https://gallica.bnf.fr/ark:/12148/bpt6k95611b | https://gallica.bnf.fr/ark:/12148/bpt6k95615q | https://gallica.bnf.fr/ark:/12148/bpt6k956162,Delisle de Sales,,Essai philosophique sur le corps humain : pour servir de suite à la Philosophie de la nature / [par J.-B.-C. Delisle de Sales],1773-1774,3 vol. ; in-12,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,Arkstée et Merkus (Amsterdam),,,
235,http://catalogue.bnf.fr/ark:/12148/cb30318419j,https://gallica.bnf.fr/ark:/12148/bpt6k6248554j,Delisle de Sales,,"Recueil des mémoires adressés à l'Institut national de France sur la destitution des citoyens Carnot, Barthélemy, Pastoret, Sicard et Fontanes . Par leur collègue J. de Sales. Nouvelle édition, augmentée d'un supplément",1800,VIII-189 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,J.-J. Fuschs (Paris),,France -- 1799-1804 (Consulat),
236,http://catalogue.bnf.fr/ark:/12148/cb30318456r,https://gallica.bnf.fr/ark:/12148/bpt6k9770145c,Delisle de Sales,,Mémoire pour les académies . Par J. de Sales,1800,200 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,Guerebart (Paris) | J. J. Fuchs (Paris) |,,,
237,http://catalogue.bnf.fr/ark:/12148/cb30318458f,https://gallica.bnf.fr/ark:/12148/bpt6k62762910,Delisle de Sales,,"Mémoires de Candide sur la liberté de la presse, la paix générale, les fondemens de l'ordre social et d'autres bagatelles ; avec des préliminaires nouveaux... par le docteur Emmanuel Ralph. Ouvrage traduit de l'allemand sur la 3e édition... Seconde édition...",1805,32-XLVI-[2]-301-[2] p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.] (Moscou),,,
238,http://catalogue.bnf.fr/ark:/12148/cb30318473b,https://gallica.bnf.fr/ark:/12148/bpt6k54802441,Delisle de Sales,,"Théâtre d'un poète de Sybaris , traduit pour la première fois du grec, avec des commentaires, des variantes et des notes, pour servir de supplément au Théâtre des Grecs",1788,3 vol. ; in-12,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,chez les libraires qui vendent des nouveautés (Sybaris (Orléans)),,Centre-Val de Loire (France) -- 1789-1799 (Révolution) -- Sources,
239,http://catalogue.bnf.fr/ark:/12148/cb30318453q,https://gallica.bnf.fr/ark:/12148/bpt6k56285503,Delisle de Sales,,Malesherbes. (Signé : de l'Isle de Sales.),1803,"In-8° , XLV-295 p.","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,L. Duprat-Letellier (Paris),,,
240,http://catalogue.bnf.fr/ark:/12148/cb303184213,https://gallica.bnf.fr/ark:/12148/bpt6k62691311,Delisle de Sales,,"J. de Sales, membre de l'Institut national, au gouvernement provisoire chargé de préparer la liberté de la France et la paix de l'Europe",1799,52 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,l'auteur (Paris) | Goujon fils (Paris) |,,,
241,http://catalogue.bnf.fr/ark:/12148/cb303184275,https://gallica.bnf.fr/ark:/12148/bpt6k6303657q,Delisle de Sales,,"Défense de l'Essai sur le journalisme, précédée de l'histoire de la conspiration pour étouffer cet ouvrage. (Signé : de Sales.)",1813,"In-8° , 76 p.","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,,,,
242,http://catalogue.bnf.fr/ark:/12148/cb31694840t,https://gallica.bnf.fr/ark:/12148/bpt6k5813243k,Delisle de Sales,,"Dédicace d'un errata, a un grand homme de seconde origine.",1802,[4]-24 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,avec les presses qui servirent jadis à publier l'Écossaise et le Pauvre Diable (Imprimé sur les bords du lac Léman),,Roederer,
243,http://catalogue.bnf.fr/ark:/12148/cb32011342v,https://gallica.bnf.fr/ark:/12148/bpt6k6216616r | https://gallica.bnf.fr/ark:/12148/bpt6k62166175,Delisle de Sales,,"Mémoires de Candide, sur la liberté de la presse, la paix générale, les fondements de l'ordre social, et d'autres bagatelles ; par le docteur Emmanuel Ralph. Ouvrage traduit de l'allemand, sur la 3e édition",1802,,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,,,,
244,http://catalogue.bnf.fr/ark:/12148/cb30318459s,https://gallica.bnf.fr/ark:/12148/bpt6k97550985,Delisle de Sales,,"De la paix de l'Europe et de ses bases, par J. (Delisle) de Sales,...",1800,"In-8° , 383 p.","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,Maradan (Paris),,"France (1799-1804, Consulat)",
245,http://catalogue.bnf.fr/ark:/12148/cb30318423s,https://gallica.bnf.fr/ark:/12148/bpt6k54921739,Delisle de Sales,,"La Bardinade, ou Les noces de la stupidité : poëme divisé en dix chants",1765,XXX-[2]-160 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.],,,
246,http://catalogue.bnf.fr/ark:/12148/cb303184631,https://gallica.bnf.fr/ark:/12148/bpt6k6523910c | https://gallica.bnf.fr/ark:/12148/bpt6k65235723 | https://gallica.bnf.fr/ark:/12148/bpt6k65247901 | https://gallica.bnf.fr/ark:/12148/bpt6k6525610z | https://gallica.bnf.fr/ark:/12148/bpt6k65239623 | https://gallica.bnf.fr/ark:/12148/bpt6k6523929g,Delisle de Sales,,"De la philosophie de la nature, ou Traité de morale pour l'espèce humaine tiré de la philosophie et fondé sur la nature . Troisième édition, et la seule conforme au manuscrit original",1777,"6 vol. : portr., front., pl. et titres gravés ; in-8","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.] (Londres),,,
247,http://catalogue.bnf.fr/ark:/12148/cb303184484,https://gallica.bnf.fr/ark:/12148/bpt6k6278082z | https://gallica.bnf.fr/ark:/12148/bpt6k97686103,Delisle de Sales,,"Lettre de Brutus, sur les chars anciens et modernes",1771,XVI-287 p. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.] (Londres),,,
248,http://catalogue.bnf.fr/ark:/12148/cb30318461b,https://gallica.bnf.fr/ark:/12148/bpt6k75505q | https://gallica.bnf.fr/ark:/12148/bpt6k755062 | https://gallica.bnf.fr/ark:/12148/bpt6k75507d,Delisle de Sales,,De la philosophie de la nature...,1770,3 vol. : front. gr. ; in-12,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,Arkstée et Merkus (Amsterdam),,,
249,http://catalogue.bnf.fr/ark:/12148/cb30318440c,https://gallica.bnf.fr/ark:/12148/bpt6k1511283x | https://gallica.bnf.fr/ark:/12148/bpt6k1511285r | https://gallica.bnf.fr/ark:/12148/bpt6k1511287k | https://gallica.bnf.fr/ark:/12148/bpt6k1511289d | https://gallica.bnf.fr/ark:/12148/bpt6k1511291g | https://gallica.bnf.fr/ark:/12148/bpt6k15112939 | https://gallica.bnf.fr/ark:/12148/bpt6k15112954 | https://gallica.bnf.fr/ark:/12148/bpt6k1511297z | https://gallica.bnf.fr/ark:/12148/bpt6k1511299s | https://gallica.bnf.fr/ark:/12148/bpt6k15113193 | https://gallica.bnf.fr/ark:/12148/bpt6k15113215 | https://gallica.bnf.fr/ark:/12148/bpt6k15113230 | https://gallica.bnf.fr/ark:/12148/bpt6k1511325t,Delisle de Sales,,Histoire générale et particulière de la Grèce... par l'historien des hommes (J.-B.-C. Delisle de Sales),1783,"13 vol. in-8° , titres, portr., cartes, pl. et tableaux gravés","Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,,,,
250,http://catalogue.bnf.fr/ark:/12148/cb303184422,https://gallica.bnf.fr/ark:/12148/bpt6k6544539b | https://gallica.bnf.fr/ark:/12148/bpt6k6544530m | https://gallica.bnf.fr/ark:/12148/bpt6k65450410 | https://gallica.bnf.fr/ark:/12148/bpt6k65466132 | https://gallica.bnf.fr/ark:/12148/bpt6k6544760f | https://gallica.bnf.fr/ark:/12148/bpt6k6546600f | https://gallica.bnf.fr/ark:/12148/bpt6k65465960 | https://gallica.bnf.fr/ark:/12148/bpt6k65442117 | https://gallica.bnf.fr/ark:/12148/bpt6k6544758c | https://gallica.bnf.fr/ark:/12148/bpt6k65445348 | https://gallica.bnf.fr/ark:/12148/bpt6k6544761v | https://gallica.bnf.fr/ark:/12148/bpt6k6546597d | https://gallica.bnf.fr/ark:/12148/bpt6k6546566v | https://gallica.bnf.fr/ark:/12148/bpt6k65465997 | https://gallica.bnf.fr/ark:/12148/bpt6k65442095 | https://gallica.bnf.fr/ark:/12148/bpt6k6546671h | https://gallica.bnf.fr/ark:/12148/bpt6k6544186m | https://gallica.bnf.fr/ark:/12148/bpt6k6544048k | https://gallica.bnf.fr/ark:/12148/bpt6k65466028 | https://gallica.bnf.fr/ark:/12148/bpt6k65440104 | https://gallica.bnf.fr/ark:/12148/bpt6k6546568p | https://gallica.bnf.fr/ark:/12148/bpt6k65442451 | https://gallica.bnf.fr/ark:/12148/bpt6k6546615w | https://gallica.bnf.fr/ark:/12148/bpt6k6544985z | https://gallica.bnf.fr/ark:/12148/bpt6k6544292p | https://gallica.bnf.fr/ark:/12148/bpt6k65465678 | https://gallica.bnf.fr/ark:/12148/bpt6k6546601v | https://gallica.bnf.fr/ark:/12148/bpt6k6546614g | https://gallica.bnf.fr/ark:/12148/bpt6k6544904h | https://gallica.bnf.fr/ark:/12148/bpt6k6546598t | https://gallica.bnf.fr/ark:/12148/bpt6k65466169 | https://gallica.bnf.fr/ark:/12148/bpt6k6577388w | https://gallica.bnf.fr/ark:/12148/bpt6k6544325m | https://gallica.bnf.fr/ark:/12148/bpt6k65466703 | https://gallica.bnf.fr/ark:/12148/bpt6k65441218,Delisle de Sales,,"Histoire nouvelle de tous les peuples du monde, réduite aux seuls faits qui peuvent instruire & piquer la curiosité, ou Histoire des hommes , partie de l'histoire ancienne...",1779-1785,41 vol. ; in-8,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",,[s.n.] (Paris),"Comprend : I-III. Monde primitif ; IV-V. Assyrie ; VI-VII. Perses ; VIII. Phéniciens ; IX-XI. Égyptiens ; XIII-XXIV. Grèce ; XXV. Ptolémées ; XXVI. Séleucides ; XXVII-XXXI, XXXV-XXXVI, XL-XLI. Rome",,
251,http://catalogue.bnf.fr/ark:/12148/cb30318447s,https://gallica.bnf.fr/ark:/12148/bpt6k328135h,Delisle de Sales,,"Funérailles de Louis-Sébastien Mercier, le 27 avril 1814",,12 p. ; in-4,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte",Institut de France. Éditeur scientifique,impr. de L.-P. Sétier fils (Paris),,Mercier,
252,http://catalogue.bnf.fr/ark:/12148/cb30318444r,https://gallica.bnf.fr/ark:/12148/bpt6k3040069p | https://gallica.bnf.fr/ark:/12148/bpt6k3040035w | https://gallica.bnf.fr/ark:/12148/bpt6k3040076t | https://gallica.bnf.fr/ark:/12148/bpt6k30400080 | https://gallica.bnf.fr/ark:/12148/bpt6k30401498 | https://gallica.bnf.fr/ark:/12148/bpt6k3040136n | https://gallica.bnf.fr/ark:/12148/bpt6k30401461 | https://gallica.bnf.fr/ark:/12148/bpt6k3040134t | https://gallica.bnf.fr/ark:/12148/bpt6k30401446 | https://gallica.bnf.fr/ark:/12148/bpt6k3040101f | https://gallica.bnf.fr/ark:/12148/bpt6k3040089f | https://gallica.bnf.fr/ark:/12148/bpt6k3040083z | https://gallica.bnf.fr/ark:/12148/bpt6k3040118q | https://gallica.bnf.fr/ark:/12148/bpt6k3040084c | https://gallica.bnf.fr/ark:/12148/bpt6k3040025h | https://gallica.bnf.fr/ark:/12148/bpt6k3040120s | https://gallica.bnf.fr/ark:/12148/bpt6k30401216 | https://gallica.bnf.fr/ark:/12148/bpt6k30401142 | https://gallica.bnf.fr/ark:/12148/bpt6k3040104p | https://gallica.bnf.fr/ark:/12148/bpt6k3040091h | https://gallica.bnf.fr/ark:/12148/bpt6k3040110d | https://gallica.bnf.fr/ark:/12148/bpt6k3040200c | https://gallica.bnf.fr/ark:/12148/bpt6k3040184q | https://gallica.bnf.fr/ark:/12148/bpt6k3040044v | https://gallica.bnf.fr/ark:/12148/bpt6k3040145m | https://gallica.bnf.fr/ark:/12148/bpt6k30401320 | https://gallica.bnf.fr/ark:/12148/bpt6k3040096k | https://gallica.bnf.fr/ark:/12148/bpt6k30401305 | https://gallica.bnf.fr/ark:/12148/bpt6k30401372 | https://gallica.bnf.fr/ark:/12148/bpt6k3040138g | https://gallica.bnf.fr/ark:/12148/bpt6k3040396m | https://gallica.bnf.fr/ark:/12148/bpt6k3040503n | https://gallica.bnf.fr/ark:/12148/bpt6k3040217n | https://gallica.bnf.fr/ark:/12148/bpt6k30400013 | https://gallica.bnf.fr/ark:/12148/bpt6k30401053 | https://gallica.bnf.fr/ark:/12148/bpt6k30401995 | https://gallica.bnf.fr/ark:/12148/bpt6k3040071r | https://gallica.bnf.fr/ark:/12148/bpt6k3040203m | https://gallica.bnf.fr/ark:/12148/bpt6k30403170,Delisle de Sales,,"Histoire des hommes, ou Histoire nouvelle de tous les peuples du monde",1780-1785,41 vol. : ill. ; in-12,"Delisle de Sales, Jean-Baptiste-Claude (1739?-1816). Auteur du texte","Mayer, Charles-Joseph de (1751-1825?). Collaborateur | Mercier, Louis-Sébastien (1740-1814). Collaborateur |",,"Comprend : [1] Partie de l'histoire ancienne, IV-V, Assyrie. VI-VII, Perses. VIII, Phéniciens. IX-XI, Egyptiens. XII, Carthage. XIII-XXIV, Grèce. XXV, Ptolémées. XXVI, Séleucides. XXVII-XLI, Rome ; [2.] Partie de l'histoire moderne. I-VI, France. (VII-IX.), Allemagne. (X-XI.), Espagne ; [3], Explication des gravures",,
231,http://catalogue.bnf.fr/ark:/12148/cb37237243t,https://gallica.bnf.fr/ark:/12148/bpt6k468500,Delisle de Sales,yes,De la fin de la Révolution françoise et de la stabilité possible du gouvernement actuel de la France ([Reprod.]) [Delisle de Sales],1800,2 microfiches ; 105*148 mm,"Delisle de Sales, Jean-Baptiste-Claude. Auteur du texte",,Pergamon press,Collection : Les archives de la Révolution française ; 2.130,France -- 1789-1799 (Révolution) | France -- 1799-1804 (Consulat) |,
234,http://catalogue.bnf.fr/ark:/12148/cb42484868w,https://gallica.bnf.fr/ark:/12148/btv1b520008252,Delisle de Sales,,"Histoire des hommes ou Histoire complète de l'Antiquité (Troisième édition revue et augmentée) par J. de L'Isle de Sales, membre de l'Institut National de France et de l'Athénée de Lyon",1801,32 p. ; 20 cm,"Delisle de Sales, Jean-Baptiste-Claude. Auteur du texte",,[s.n.] (Paris),,,
254,http://catalogue.bnf.fr/ark:/12148/cb39359260r,https://gallica.bnf.fr/ark:/12148/bpt6k1504858k,Desmoulins,,"Les aristocrates aux abois, ou Correspondance d'un patriote de France avec un patriote Brabançon",1790,8 p. ; in-8,"Desmoulins, Camille (1760-1794). Auteur du texte",,"[Paris, vers 1790]",,,
255,http://catalogue.bnf.fr/ark:/12148/cb335964618,https://gallica.bnf.fr/ark:/12148/bpt6k5810419p,Desmoulins,poetry,Satyres ou choix des meilleures pièces de vers qui ont précédé et suivi la Révolution,1789,In-8°. Pièce cartonnée,"Desmoulins, Camille (1760-1794). Auteur du texte",,,,,
256,http://catalogue.bnf.fr/ark:/12148/cb30333301d,https://gallica.bnf.fr/ark:/12148/bpt6k6457978s,Desmoulins,,Discours de la lanterne aux Parisiens.,1789,[2]-62 p. ; in-8,"Desmoulins, Camille (1760-1794). Auteur du texte",,"En France, l'an premier de la liberté [1789].",,"France (1774-1792, Louis XVI)",
257,http://catalogue.bnf.fr/ark:/12148/cb303333153,https://gallica.bnf.fr/ark:/12148/bpt6k6220649j,Desmoulins,,"Fragment de l'histoire secrete de la révolution,",1793,[2]-80 p. ; in-8,"Desmoulins, Camille (1760-1794). Auteur du texte",Société des amis de la Constitution (Paris). Éditeur scientifique,"[Paris.] De l'Imprimerie patriotique et républicaine, rue Saint-Honoré, n°. 355, vis-à-vis l'Assomption [1793].",,"Paris (France) (1789-1799, Révolution)",
258,http://catalogue.bnf.fr/ark:/12148/cb303333095,https://gallica.bnf.fr/ark:/12148/bpt6k62593605,Desmoulins,,"Discours de Camille Desmoulins, sur le parti que l'Assemblée nationale doit prendre relativement à la proposition de guerre, annoncée par le pouvoir exécutif ; prononcé à la Société, le 25 décembre 1791.",1791,23 p. ; in-8,"Desmoulins, Camille (1760-1794). Auteur du texte",Société des amis de la Constitution (Paris). Éditeur scientifique,"([Paris.] De l'Imprimerie du Patriote françois, place du Théâtre Italien [1791].)",,France -- 1789-1799 (Révolution),
259,http://catalogue.bnf.fr/ark:/12148/cb30333299p,https://gallica.bnf.fr/ark:/12148/bpt6k6260273x,Desmoulins,,"Discours de Camille Desmoulins, notable, au Conseil général de la Commune, dans la séance du 24 juillet, l'an 4 de la liberté ; sur la situation de la capitale . Imprimé par ordre de la Société.",1792,34 p. ; in-8,"Desmoulins, Camille (1760-1794). Auteur du texte",Société des amis de la Constitution (Paris). Éditeur scientifique,"([Paris.] De l'Imprimerie du Patriote françois, place du Théâtre Italien [1792].)",,France -- 1789-1799 (Révolution),
260,http://catalogue.bnf.fr/ark:/12148/cb36441282p,https://gallica.bnf.fr/ark:/12148/bpt6k6261026w,Desmoulins,,"aux citoyens des départemens, sur l'insurrection du 31 mai.",1793,[2]-16 p. ; in-8,"Desmoulins, Camille (1760-1794). Auteur du texte",Société des amis de la Constitution (Paris). Éditeur scientifique,"(A Troyes, de l'Imprimerie de Sainton, rue du Temple [1793].)",,"Paris (France) (1789-1799, Révolution)",
261,http://catalogue.bnf.fr/ark:/12148/cb372423104,https://gallica.bnf.fr/ark:/12148/bpt6k434567,Ducrest,,"Mémoire sur l'impôt, considéré dans ses rapports avec la constitution ([Reprod.]) par Charles-Louis Ducrest,...",1791,3 microfiches ; 105*148 mm,"Ducrest, Charles-Louis (1747-1824). Auteur du texte",,Maxwell,Collection : Les archives de la Révolution française ; 10.1.362,Impôt -- France,
263,http://catalogue.bnf.fr/ark:/12148/cb303665499,https://gallica.bnf.fr/ark:/12148/bpt6k930504m,Ducrest,,"Nouveau système de navigation, ayant pour objet la liberté des mers pour toutes les nations, et la restauration immédiate de notre commerce maritime ... par M. Ducrest",1811,XVII-[1 bl.]-83 p. ; in-8,"Ducrest, Charles-Louis (1747-1824). Auteur du texte",,J. G. Dentu (Paris),,,
264,http://catalogue.bnf.fr/ark:/12148/cb30366554w,https://gallica.bnf.fr/ark:/12148/bpt6k6220363s,Ducrest,,"Vues nouvelles sur les courans d'eau, la navigation intérieure et la marine ; par C.-L. Ducrest",1803,XIV-211 p.-[1] p. de pl. : ill. ; in-8,"Ducrest, Charles-Louis (1747-1824). Auteur du texte",,Courcier (Paris) | Magimel (Paris) | F. Didot [etc.] (Paris) |,,,
265,http://catalogue.bnf.fr/ark:/12148/cb30366551v,https://gallica.bnf.fr/ark:/12148/bpt6k5865043w,Ducrest,yes,"Traité de la monarchie absolue et des véritables moyens pour opérer la libération de la France, garantir l'intégrité de son territoire et assurer le bonheur du peuple, par M. le Mis Ducrest,...",1816,"In-8° , 315 p.","Ducrest, Charles-Louis (1747-1824). Auteur du texte",,au Bureau polymathique (Paris),,,
262,http://catalogue.bnf.fr/ark:/12148/cb372623665,https://gallica.bnf.fr/ark:/12148/bpt6k478925,Ducrest,,"Mémoire sur la meilleure manière de faire les élections dans une grande assemblée, et de ramener les opinions à une seule ([Reprod.]) par M. le marquis Ducrest",1789,1 microfiche ; 105*148 mm,"Ducrest, Charles-Louis. Auteur du texte",,Pergamon press,Collection : Les archives de la Révolution française ; 5.967,,
266,http://catalogue.bnf.fr/ark:/12148/cb391330709,https://gallica.bnf.fr/ark:/12148/bpt6k2085263,Dupaty,manuscrit,Lettres sur l'Italie. [Manuscrit] / par M. Dupaty,17..,2 vol. (83-74 p.) ; 23 cm,"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier (1746-1788). Auteur du texte",,[s.n.],,,
267,http://catalogue.bnf.fr/ark:/12148/cb30378301f,https://gallica.bnf.fr/ark:/12148/bpt6k94540d,Dupaty,,Lettres sur la procédure criminelle de la France : dans lesquelles on montre sa conformité avec celle de l'Inquisition et les abus qui en résultent / [par C.-M.-J.-B. Mercier Dupaty],1788,177 p. ; in-8,"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier (1746-1788). Auteur du texte",,[s.n.] (En France),,Procédure pénale -- France -- 18e siècle,
268,http://catalogue.bnf.fr/ark:/12148/cb334572718,https://gallica.bnf.fr/ark:/12148/bpt6k208285v | https://gallica.bnf.fr/ark:/12148/bpt6k2082867,Dupaty,,Lettres sur l'Italie en 1785 / [Dupaty],1788,2 vol. ; in-8,"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier (1746-1788). Auteur du texte",,De Senne (Paris),,Récits de voyages -- Italie -- 18e siècle,
269,http://catalogue.bnf.fr/ark:/12148/cb303782971,https://gallica.bnf.fr/ark:/12148/bpt6k65411910,Dupaty,double,"Lettre sur l'Italie, écrites en 1785 , par C.-M.-J.-B. Mercier Du Paty. Nouvelle édition, augmentée d'une notice sur la vie et les écrits de l'auteur, par M. Louis Dubois,...",1824,2 vol. ; in-8,"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier (1746-1788). Auteur du texte","Du Bois, Louis-François (1773-1855). Éditeur scientifique",Verdière (Paris),,,
271,http://catalogue.bnf.fr/ark:/12148/cb30388138f,https://gallica.bnf.fr/ark:/12148/bpt6k3114112,Dusaulx,yes,"De la passion du jeu, depuis les temps anciens jusqu'à nos jours ; par M. Dusaulx,...",1779,2 parties en 1 vol. (XXXVI-267-[4]-355 p.) ; in-8,"Dusaulx, Jean (1728-1799). Auteur du texte",,"A Paris, de l'imprimerie de Monsieur et se trouve chez N. L. Moutard. MDCCLXXIX",,"Jeu, Histoire, Origine-1779",
