"","author_short","gallica_link","title","year","author_bnf","publisher","format","source","bnf_cat","pages"
"67","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k115679g","Discours prononcé par M. Brissot à l'assemblée des Amis de la Constitution, le 10 juillet 1791, ou Tableau frappant de la situation actuelle des puissances de l'Europe","1791-1795","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","[s.n.]","8 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30163007x","8 p."
"68","Brissot","https://gallica.bnf.fr/ark:/12148/cb32749012v/date","Correspondance universelle sur ce qui intéresse le bonheur de l'homme et de la société","1783-1783","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","impr. de la Société typographique (Neuchâtel) | impr. de E. Cox (Londres)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb32749012v",NA
"69","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k6218338x","Discours sur la rareté du numéraire et sur les moyens d'y remédier , prononcé à l'assemblée générale des représentants de la Commune de Paris, le 10 février 1790. Par J.-P. Brissot de Warville,...","1790","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","au bureau du ","VI-64 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30163015j","64 p."
"70","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k62602802","Motion sur la nécessité de circonscrire la vente des biens ecclésiastiques aux municipalités dans leur territoire, etc. , présentée à l'assemblée générale des représentants de la Commune de Paris, le 22 mai 1790, par P.-J. Brissot de Warville,...","1790","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","impr. du ","26 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30163037v","26 p."
"71","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k6257833c","Discours prononcé à la section de la Bibliothèque, dans son assemblée générale du 24 octobre 1790, sur la question du renvoi des ministres ; par J.-P. Brissot,...","1790","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","impr. du ","30 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb301630057","30 p."
"72","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k6216931g","Au peuple souverain ; sur le procès de Louis Seize . Par un républicain","1792","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","A Paris, chez Lepetit [décembre 1792]","31 [i.e. 32] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb361259443",NA
"73","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k6217252j","Réflexions sur l'état de la Société des électeurs patriotes, sur ses travaux, sur les formes propres à faire de bonnes élections ... lues à l'assemblée de cette Société, dans la séance du 21 décembre 1790, par J.-P. Brissot,...","1790","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","[s.n.] (Paris)","44 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30163058t","44 p."
"74","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k72825f","Lettres philosophiques sur St Paul, sur sa doctrine politique, morale et religieuse et sur plusieurs points de la religion chrétienne, considérés politiquement / trad. [","1783","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","[s.n.] (Neuchâtel)","156 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb316062565","156 p."
"75","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k1051304j","Recherches philosophiques sur le droit de propriété considéré dans la nature , pour servir de premier chapitre à la ","1780","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","M. DCC. LXXX.","XII-116 p. (sig. a6, A-D12, E10) ; in-12","bnf","https://catalogue.bnf.fr/ark:/12148/cb351915043","116 p."
"76","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k62620926","Troisième discours de J.-P. Brissot,... sur la nécessité de la guerre, prononcé à la Société, le 20 janvier 1792 . Société des amis de la Constitution, séante aux Jacobins, à Paris","1792","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","impr. du ","18 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30163067s","18 p."
"77","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k5805683t","J. P. Brissot, au libelliste Louis-Marthe Gouy.","1791","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","[Paris.] De l'imprimerie du Patriote françois, place du théâtre-italien. [1791]","2 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30162993k","2 p."
"78","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k97898876","J. P. Brissot, député à la Convention nationale, à tous les républicains de France ; sur la société des Jacobins de Paris . Seconde édition.","1792","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","A Paris, de l'imprimerie du Patriote françois, place du Théâtre italien, rue Favart, n°. 3. 29 octobre 1792, l'an 1er de la République.","46-[1] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb455731501",NA
"79","Brissot","https://gallica.bnf.fr/ark:/12148/bpt6k9790048t","Lettre J. P. Brissot à M. Barnave, sur ses rapports concernant les colonies, les décrets qui les ont suivis, leurs conséquences fatales ; sur sa conduite dans le cours de la Révolution ; sur le caractère des vrais démocrates ; sur les bases de la Constitution, les obstacles qui s'opposent à son achèvement, la nécessité de la terminer promptement, etc.","1790","Brissot de Warville, Jacques-Pierre (1754-1793). Auteur du texte","A Paris, chez Desenne, libraire, au Palais-Royal ; Bailly, libraire, rue St-Honoré, barrière des Sergens ; tous les marchands de nouveautés ; et au bureau du Patriote françois, place du Théâtre Italien. 20 novembre 1790","[4]-104-[2-2 bl.]-4-[2] p. ; in-4","bnf","https://catalogue.bnf.fr/ark:/12148/cb455786660",NA
"80","Condorcet","https://gallica.bnf.fr/ark:/12148/btv1b86262724","Traité du calcul intégral","1786","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. royale ()","129 p. ; in-4","bnf","https://catalogue.bnf.fr/ark:/12148/cb302637656","129 p."
"81","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509379k","Éloge de M. d'Alembert, lu dans l'assemblée publique de l'Académie des sciences, le 21 avril 1784 (par Condorcet)","1784","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Moutard (Paris)","In-12, 104 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263671v","104 p."
"82","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509377r","Éloge de M. le duc de Praslin, pair de France... lu dans la séance publique de l'Académie royale des sciences, 26 avril 1786, par M. le marquis de Condorcet,...","1786","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","impr. de Stoupe (Paris)","In-4° , 46 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263685j","46 p."
"83","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k56234981","Eloge de Michel de l'Hôpital, chancelier de France, discours présenté à l'Académie françoise, en 1777.","1777","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Demonville (Paris)","IV-124 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302636815","124 p."
"84","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15093807","Éloge de M. le marquis de Courtanvaux, prononcé dans la séance... de l'Académie royale des sciences, le 10 avril 1782, par M. le marquis de Condorcet,...","1782","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","impr. de Moutard (Paris)","In-8° , 21 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263676k","21 p."
"85","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15094365","Lettre de M. de Condorcet, à M. le Cte Mathieu de Montmorency, député du bailliage de Montfort-l'Amaury.","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[S.l., 1789]","14 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263712m","14 p."
"86","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509451v","Réflexions sur ce qui a été fait et sur ce qui reste à faire, lues dans une société d'amis de la paix (par Condorcet)","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Baudouin (Paris)","In-8° , 33 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263743w","33 p."
"87","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15093785","Examen de cette question : Est-il utile de diviser une assemblée nationale en plusieurs chambres ? Par M. le marquis de Condorcet","1785-1795","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","","In-8° , 40 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263701z","40 p."
"88","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509449s","Seconde lettre de M. de Condorcet, à M. le comte Mathieu de Montmorency, député du bailliage de Montfort-l'Amaury.","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[S.l., 1789]","22 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263713z","22 p."
"89","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15093718","Sur le choix des ministres, par M. de Condorcet","1780-1790","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. nationale ((Paris,))","In-8° , 23 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263763h","23 p."
"90","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509442w","Sentimens d'un républicain sur les assemblées provinciales et les États généraux, suite des ","1788","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","","In-8° , 30 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263717b","30 p."
"91","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15094402","Réflexions d'un citoyen, sur la révolution de 1788.","1788","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","A Londres. 1788.","56 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb35989000f","56 p."
"92","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15094380","Sur la fixation de l'impôt, par M. de Condorcet","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Baudouin (Paris)","In-8° , 30 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263758x","30 p."
"93","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509375x   https://gallica.bnf.fr/ark:/12148/bpt6k1509374h","Essai sur la constitution et les fonctions des assemblées provinciales","1788","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","","2 vol. in-8° , tableaux","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263698w",NA
"94","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509446j","Lettres d'un gentilhomme a messieurs du Tiers-État.","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[Paris, Louis Buisson, 1789]","22-32-34 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263718p","34 p."
"95","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1057808s","Essai sur l'application de l'analyse à la probabilité des décisions rendues à la pluralité des voix . Par M. le marquis de Condorcet,...","1785","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. royale (Paris)","CXCI-[1 bl.]-304 p. ; in-4","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263697j","304 p."
"96","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509447z","Sur la forme des élections . Par M. le marquis de Condorcet.","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[S.l., 1789]","62 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302637598","62 p."
"97","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k15094454","Reflexions sur la révolution de 1688, et sur celle du 10 août 1792 . Par Condorcet.","1792","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[S.l., 1792]","20 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263746x","20 p."
"98","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509441g","Sur la nécessité de faire ratifier la constitution par les citoyens, et sur la formation des communautés de campagne . Par M. le M[arqu]is de Condorcet.","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","(A Paris, de l'Imprimerie de Ph.-D. Pierres, premier imprimeur ordinaire du Roi [1789].)","[2]-41 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263760g","41 p."
"99","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509444q","Opinion de M. Condorcet, député de Paris, sur les émigrans . Imprimé par ordre de l'Assemblée nationale","179.","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","(De l'Imprimerie nationale) [179?]","15 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302637834","15 p."
"100","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509453p   https://gallica.bnf.fr/ark:/12148/bpt6k1509439d","Sur les fonctions des États-Généraux et des autres assemblées nationales . Tome premier [-second].","1789","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[S.l.] 1789.","2 t. (10-196-54 ; 328-100 p., [7] f. de pl. dépl. (tableaux)) ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263764v","100 p."
"101","Condorcet","https://gallica.bnf.fr/ark:/12148/bd6t5338996p   https://gallica.bnf.fr/ark:/12148/bd6t53389972   https://gallica.bnf.fr/ark:/12148/bd6t5338998f   https://gallica.bnf.fr/ark:/12148/bpt6k1509372p","Éloge de M. le comte de Maurepas, ministre d'État , prononcé dans la séance publique de l'Académie royale des sciences, le 10 avril 1782, par M. le marquis de Condorcet,...","1782","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. royale (Paris)","55 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263682h","55 p."
"102","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k6219503q","Aux Germains . Par Condorcet","1792","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[s.n.]","24 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263652k","24 p."
"103","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k553272","Réflexions d'un citoyen catholique sur les loix de France relatives aux protestans / [par Condorcet]","1778","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[s.n.]","66 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263737z","66 p."
"104","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k73809f","Plan de constitution présenté a la Convention nationale, les 15 & 16 février 1793, l'an II de la République . Imprimé par ordre de la Convention nationale.","1793","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","A Paris, de l'Imprimerie nationale. 1793.","[2]-48-48 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263811j","48 p."
"105","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k62245570","Lettre de M. Condorcet à M***, magistrat de la ville de***, en Suisse","1792","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[s.n.]","12 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263710x","12 p."
"106","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k6486931w","Discours sur les conventions nationales, prononcé à l'assemblée des Amis de la constitution, séante aux Jacobins, le 7 août 1791, par Condorcet","1791","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","impr. du Cercle social ((Paris,))","In-8° , 19 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263667m","19 p."
"107","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k743633","Opinion de M. Condorcet sur les mesures générales propres à sauver la patrie des dangers imminens dont elle est menacée : prononcée à l'Assemblée nationale, le 6 juillet 1792...","1792","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. nationale (Paris)","42 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263797t","42 p."
"108","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1157245","[Influence de la révolution de l'Amérique sur les opinions et la législation de l'Europe]","1788-1810","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","[s.n.]","48 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb31963182g","48 p."
"109","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k3044154t   https://gallica.bnf.fr/ark:/12148/bd6t5368838s","Rapport et projet de décret sur l'organisation générale de l'instruction publique, présentés à l'Assemblée nationale, au nom du Comité d'instruction publique ; par Condorcet,... les 20 & 21 avril 1792 l'an 4e. de la liberté...","1792","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. nationale (Paris)","94 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302637923","94 p."
"110","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k823018   https://gallica.bnf.fr/ark:/12148/bpt6k3101475","Réflexions sur l'esclavage des negres . Par M. Schwartz, pasteur du Saint-Evangile à Bienne...","1781","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Société typographique (Neufchâtel)","XII-99 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302637447","99 p."
"111","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k86429w","Un ami de Voltaire à M. d'Éprémesnil,... au sujet d'un plaidoyer qu'il a prononcé au Parlement de Rouen contre le général Lally et contre son fils Mr. de Tolendal. Dans ce plaidoyer on outrage gratuitement la mémoire de Mr. de Voltaire","1780","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","L'Esprit (Londres)","60 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30263766j","60 p."
"112","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k6544115j","De la République, ou Un roi est-il nécessaire à la conservation de la liberté ? Par Condorcet. Discours dont l'assemblée fédérative des Amis de la vérité a demandé l'impression...","1791","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","impr. du Cercle social (Paris)","8 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302637536","8 p."
"113","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k101973s","Esquisse d'un tableau historique des progrès de l'esprit humain : ouvrage posthume / de Condorcet ; [publ. par P.-C.-F. Daunou et Mme M.-L.-S. de Condorcet]","1794","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Agasse (Paris)","VIII-389 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302636877","389 p."
"114","Desmoulins","https://gallica.bnf.fr/ark:/12148/cb328896115/date","Le Vieux cordelier (1793) | Le Vieux cordelier","1793-1794","Desmoulins, Camille (1760-1794). Auteur du texte","[Desenne] (Paris)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb328896115",NA
"115","Desmoulins","https://gallica.bnf.fr/ark:/12148/bpt6k5810419p","Satyres ou choix des meilleures pièces de vers qui ont précédé et suivi la Révolution","1789","Desmoulins, Camille (1760-1794). Auteur du texte","","In-8°. Pièce cartonnée","bnf","https://catalogue.bnf.fr/ark:/12148/cb335964618",NA
"116","Desmoulins","https://gallica.bnf.fr/ark:/12148/bpt6k6457978s","Discours de la lanterne aux Parisiens.","1789","Desmoulins, Camille (1760-1794). Auteur du texte","En France, l'an premier de la liberté [1789].","[2]-62 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30333301d","62 p."
"117","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k96196932","L'Esprit françois, ou Problème à résoudre sur le labyrinthe des divers complots , par Mme de Gouges","1792","Gouges, Olympe de (1748-1793). Auteur du texte","Vve Duchesne (Paris)","In-8, VIII-32 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb305269415","32 p."
"118","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k9808815f","Mirabeau aux Champs-Élisées . Comédie en un acte et en prose, par madame de Gouges...","1790-1795","Gouges, Olympe de (1748-1793). Auteur du texte","Garnéry (Paris)","XXI-[ bl.]-46 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb305269535","46 p."
"119","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k57456272","L'esclavage des noirs, ou L'heureux naufrage , drame en trois actes, en prose,... par Mme de Gouges,...","1792","Gouges, Olympe de (1748-1793). Auteur du texte","Vve Duchesne (Paris) | Vve Bailly (Paris) | chez les marchands de nouveauté (Paris)","50 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30526940t","50 p."
"120","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bd6t5373198j","Lettre au peuple, ou Projet d'une caisse patriotique ; par une citoyenne","1788","Gouges, Olympe de (1748-1793). Auteur du texte","A Vienne, et se trouve à Paris, chez les marchands de nouveautés. 1788","31 p., front. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb33453467m","31 p."
"121","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k96226223","Remarques patriotiques , par la citoyenne, auteur de la ","1780-1800","Gouges, Olympe de (1748-1793). Auteur du texte","[s.n.]","48 p.-1 p. de pl. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30526961s","48 p."
"122","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k98191376","Le couvent, ou Les voeux forcés , drame en trois actes. Représenté en deux actes, & remis en trois au Théâtre françois, comique & lyrique, au mois d'octobre 1790...","1792","Gouges, Olympe de (1748-1793). Auteur du texte","Vve Duchesne (Paris)","83 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30526933j","83 p."
"123","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k64848397   https://gallica.bnf.fr/ark:/12148/bpt6k9629179b   https://gallica.bnf.fr/ark:/12148/bpt6k317906t","Les droits de la femme . A la Reine","1791","Gouges, Olympe de (1748-1793). Auteur du texte","[Paris, 1791]","24 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb36057180p","24 p."
"124","Laclos","https://gallica.bnf.fr/ark:/12148/btv1b8613394v   https://gallica.bnf.fr/ark:/12148/btv1b86133958","Les Liaisons dangereuses, ou Lettres recueillies dans une société, & publiées pour l'instruction de quelques autres . Par M. C..... de L... Premiere [-quatrieme] partie","1782","Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte","A Amsterdam ; et se trouve à Paris, chez Durand neveu, libraire, à la Sagesse, rue Galande. M.DCC.LXXXII [1782]","4 t. en 2 vol. (248-242 ; 231-257 p.) ; in-12","bnf","https://catalogue.bnf.fr/ark:/12148/cb30238973z","257 p."
"125","Laclos","https://gallica.bnf.fr/ark:/12148/bpt6k10732600   https://gallica.bnf.fr/ark:/12148/bpt6k1073262t","Les Liaisons dangereuses, ou Lettres recueillies dans une société, et publiées pour l'instruction de quelques autres, par M. C... de L... [Choderlos de Laclos.] Nouvelle édition, augmentée d'une correspondance de l'auteur avec Mde Riccoboni et de ses pièces fugitives","1787","Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte","","","bnf","https://catalogue.bnf.fr/ark:/12148/cb31943147j",NA
"126","Laclos","https://gallica.bnf.fr/ark:/12148/btv1b86145580   https://gallica.bnf.fr/ark:/12148/btv1b8614559d","Les Liaisons dangereuses ou Lettres recueillies dans une société, & publiées pour l'instruction de quelques autres . Par M.C..... de L... Premiere [-quatrieme] partie","1782","Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte","A Amsterdam; et se trouve à Paris, chez Durand neveu. M.DCC.LXXXII","4 t. en 2 vol. ; in-12","bnf","https://catalogue.bnf.fr/ark:/12148/cb30238970x",NA
"127","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k9804868b","Lettres originales de Mirabeau, écrites du donjon de Vincennes, pendant les années 1777, 78, 79 et 80 ; contenant tous les détails sur sa vie privée, ses malheurs et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...","1792-1794","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","J.-B. Garnery (Paris) | Treuttel (Strasbourg) | De Boffe (Londres)","4 vol. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951912p",NA
"128","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k10497489","Plan de législation criminelle . Par Marat. L'Ami du Peuple. Troisieme édition.","1793-1800","Marat, Jean-Paul (1743-1793). Auteur du texte","[Paris.] De l'Imprimerie de la Veuve Marat, rue Marat N°. 30 [ca 1793-1800]","[2]-172 p. (sig. A4, B-L8, M3) ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb42246320t","172 p."
"129","Marat","https://gallica.bnf.fr/ark:/12148/cb343894293/date","Le Publiciste de la République française... / par Marat, l'ami du peuple, député à la Convention nationale","1793-1793","Marat, Jean-Paul (1743-1793). Auteur du texte","De l'Imprimerie de Marat (Paris)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb343894293",NA
"130","Marat","https://gallica.bnf.fr/ark:/12148/cb32798213j/date","Journal de la République française / par Marat, l'ami du peuple, député à la Convention nationale","1792-1793","Marat, Jean-Paul (1743-1793). Auteur du texte","De l'Imprimerie de Marat (Paris)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb32798213j",NA
"131","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k6257776s","Oeuvres politiques de Marat... Prospectus","1780-1793","Marat, Jean-Paul (1743-1793). Auteur du texte","impr. de Vve Marat ((Paris,))","In-8° , 8 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb308755463","8 p."
"132","Marat","https://gallica.bnf.fr/ark:/12148/cb34430869d/date","Le Moniteur patriote","1789-1789","Marat, Jean-Paul (1743-1793). Auteur du texte","[s.n.] (Paris)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb34430869d",NA
"133","Marat","https://gallica.bnf.fr/ark:/12148/cb32691640p/date","L'Ami du peuple, ou le Publiciste parisien : journal politique libre et impartial / par une société de patriotes, et rédigé par M. Marat, auteur de l'Offrande à la patrie, du Moniteur & du Plan de constitution, &c.","1789-1792","Marat, Jean-Paul (1743-1793). Auteur du texte","De l'Imprimerie de la Veuve Hérissant (Paris)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb32691640p",NA
"134","Marat","https://gallica.bnf.fr/ark:/12148/bpt6k103962m","The chains of slavery . A a work wherein the clandestine and villainous attempts of princes to ruin liberty are pointed out, and the dreadful scenes of despotism disclosed. To which is prefixed, an address to the electors of Great Britain, in order to draw their timely attention to the choice of proper representatives in the next Parliament","1774","Marat, Jean-Paul (1743-1793). Auteur du texte","London : sold by J. Almon, opposite Burlington House, in Piccadilly ; T. Payne, at the Mews Gate ; and Richardson & Urquhart, near the Royal Exchange. MDCCLXXIV","XII-[4]-259 p. ; in-4","bnf","https://catalogue.bnf.fr/ark:/12148/cb32415703q","259 p."
